word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
bookmark,"['B', 'UH', 'K', 'M', 'AA', 'R', 'K']","['book', 'mark']","['book', 'mark']",0.0,1.1e-06,"[16, 14, 24, 26, 1, 30, 24, 0]"
asp,"['AE', 'S', 'P']",['asp'],['asp'],0.0,1.12e-06,"[2, 31, 29, 0, 0, 0, 0, 0]"
lambda,"['L', 'AE', 'M', 'D', 'AH']",['lambda'],['lambda'],0.0,1.15e-06,"[25, 2, 26, 18, 3, 0, 0, 0]"
sie,"['S', 'IY']",['sie'],['sie'],0.0,1.15e-06,"[31, 11, 0, 0, 0, 0, 0, 0]"
lolita,"['L', 'OW', 'L', 'IY', 'T', 'AH']","['lol', 'ita']","['lol', 'ita']",0.0,1.17e-06,"[25, 12, 25, 11, 33, 3, 0, 0]"
permissions,"['P', 'ER', 'M', 'IH', 'SH', 'AH', 'N', 'Z']","['per', 'mis', 'sions']","['per', 'missions']",0.09090909090909091,1.29e-06,"[29, 8, 26, 10, 32, 3, 27, 38]"
collectibles,"['K', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'B', 'AH', 'L', 'Z']","['col', 'lect', 'ibles']","['collect', 'ibles']",0.08333333333333333,1.29e-06,"[24, 3, 25, 7, 24, 33, 3, 16]"
acer,"['EY', 'S', 'ER']",['acer'],['acer'],0.0,1.35e-06,"[9, 31, 8, 0, 0, 0, 0, 0]"
lat,"['L', 'AA', 'T']",['lat'],['lat'],0.0,1.35e-06,"[25, 1, 33, 0, 0, 0, 0, 0]"
collectible,"['K', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'B', 'AH', 'L']","['col', 'lect', 'ible']","['collect', 'ible']",0.09090909090909091,1.38e-06,"[24, 3, 25, 7, 24, 33, 3, 16]"
hewlett,"['HH', 'Y', 'UW', 'L', 'IH', 'T']","['hew', 'lett']","['hew', 'lett']",0.0,1.38e-06,"[22, 37, 15, 25, 10, 33, 0, 0]"
ide,"['AY', 'D']",['ide'],['ide'],0.0,1.38e-06,"[6, 18, 0, 0, 0, 0, 0, 0]"
postings,"['P', 'OW', 'S', 'T', 'IH', 'NG', 'Z']","['post', 'ings']","['post', 'ings']",0.0,1.38e-06,"[29, 12, 31, 33, 10, 28, 38, 0]"
crossword,"['K', 'R', 'AO', 'S', 'W', 'ER', 'D']","['cross', 'word']","['cross', 'word']",0.0,1.38e-06,"[24, 30, 4, 31, 36, 8, 18, 0]"
nightlife,"['N', 'AY', 'T', 'L', 'AY', 'F']","['night', 'life']","['night', 'life']",0.0,1.41e-06,"[27, 6, 33, 25, 6, 20, 0, 0]"
byte,"['B', 'AY', 'T']",['byte'],['byte'],0.0,1.41e-06,"[16, 6, 33, 0, 0, 0, 0, 0]"
blackjack,"['B', 'L', 'AE', 'K', 'JH', 'AE', 'K']","['black', 'jack']","['black', 'jack']",0.0,1.45e-06,"[16, 25, 2, 24, 23, 2, 24, 0]"
aud,"['AO', 'D']",['aud'],['aud'],0.0,1.45e-06,"[4, 18, 0, 0, 0, 0, 0, 0]"
shortcuts,"['SH', 'AO', 'R', 'T', 'K', 'AH', 'T', 'S']","['short', 'cuts']","['short', 'cuts']",0.0,1.45e-06,"[32, 4, 30, 33, 24, 3, 33, 31]"
avi,"['AA', 'V', 'IY']",['avi'],['avi'],0.0,1.51e-06,"[1, 35, 11, 0, 0, 0, 0, 0]"
handbags,"['HH', 'AE', 'N', 'D', 'B', 'AE', 'G', 'Z']","['hand', 'bags']","['hand', 'bags']",0.0,1.51e-06,"[22, 2, 27, 18, 16, 2, 21, 38]"
referrals,"['R', 'IH', 'F', 'ER', 'AH', 'L', 'Z']","['re', 'fer', 'rals']","['re', 'fer', 'rals']",0.0,1.58e-06,"[30, 10, 20, 8, 3, 25, 38, 0]"
enlarge,"['EH', 'N', 'L', 'AA', 'R', 'JH']","['en', 'large']","['en', 'large']",0.0,1.58e-06,"[7, 27, 25, 1, 30, 23, 0, 0]"
diff,"['D', 'IH', 'F']",['diff'],['diff'],0.0,1.58e-06,"[18, 10, 20, 0, 0, 0, 0, 0]"
vertex,"['V', 'ER', 'T', 'EH', 'K', 'S']","['ver', 'tex']","['ver', 'tex']",0.0,1.62e-06,"[35, 8, 33, 7, 24, 31, 0, 0]"
gage,"['G', 'EY', 'JH']",['gage'],['gage'],0.0,1.66e-06,"[21, 9, 23, 0, 0, 0, 0, 0]"
pty,"['T', 'AY']",['pty'],['pty'],0.0,1.66e-06,"[33, 6, 0, 0, 0, 0, 0, 0]"
notebooks,"['N', 'OW', 'T', 'B', 'UH', 'K', 'S']","['note', 'books']","['note', 'books']",0.0,1.7e-06,"[27, 12, 33, 16, 14, 24, 31, 0]"
redhead,"['R', 'EH', 'D', 'HH', 'EH', 'D']","['red', 'head']","['red', 'head']",0.0,1.7e-06,"[30, 7, 18, 22, 7, 18, 0, 0]"
firewall,"['F', 'AY', 'R', 'W', 'AA', 'L']","['fire', 'wall']","['fire', 'wall']",0.0,1.74e-06,"[20, 6, 30, 36, 1, 25, 0, 0]"
belize,"['B', 'EH', 'L', 'IY', 'Z']","['bel', 'ize']","['bel', 'ize']",0.0,1.74e-06,"[16, 7, 25, 11, 38, 0, 0, 0]"
prerequisite,"['P', 'R', 'IY', 'R', 'EH', 'K', 'W', 'AH', 'Z', 'AH', 'T']","['pre', 'requis', 'ite']","['pre', 'requisite']",0.08333333333333333,1.74e-06,"[29, 30, 11, 30, 7, 24, 36, 3]"
malpractice,"['M', 'AE', 'L', 'P', 'R', 'AE', 'K', 'T', 'AH', 'S']","['mal', 'prac', 'tice']","['mal', 'practice']",0.09090909090909091,1.78e-06,"[26, 2, 25, 29, 30, 2, 24, 33]"
nav,"['N', 'AE', 'V']",['nav'],['nav'],0.0,1.82e-06,"[27, 2, 35, 0, 0, 0, 0, 0]"
uri,"['Y', 'ER', 'IY']",['uri'],['uri'],0.0,1.82e-06,"[37, 8, 11, 0, 0, 0, 0, 0]"
reload,"['R', 'IY', 'L', 'OW', 'D']","['re', 'load']","['re', 'load']",0.0,1.82e-06,"[30, 11, 25, 12, 18, 0, 0, 0]"
bytes,"['B', 'AY', 'T', 'S']",['bytes'],['bytes'],0.0,1.82e-06,"[16, 6, 33, 31, 0, 0, 0, 0]"
biz,"['B', 'IH', 'Z']",['biz'],['biz'],0.0,1.86e-06,"[16, 10, 38, 0, 0, 0, 0, 0]"
lexus,"['L', 'EH', 'K', 'S', 'AH', 'S']","['lex', 'us']","['lex', 'us']",0.0,1.86e-06,"[25, 7, 24, 31, 3, 31, 0, 0]"
postcards,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D', 'Z']","['post', 'cards']","['post', 'cards']",0.0,1.91e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
flooring,"['F', 'L', 'AO', 'R', 'IH', 'NG']","['floor', 'ing']","['floor', 'ing']",0.0,1.91e-06,"[20, 25, 4, 30, 10, 28, 0, 0]"
packard,"['P', 'AE', 'K', 'ER', 'D']","['pack', 'ard']","['pack', 'ard']",0.0,1.91e-06,"[29, 2, 24, 8, 18, 0, 0, 0]"
prepaid,"['P', 'R', 'IY', 'P', 'EY', 'D']","['pre', 'paid']","['pre', 'paid']",0.0,2e-06,"[29, 30, 11, 29, 9, 18, 0, 0]"
nec,"['N', 'EH', 'K']",['nec'],['nec'],0.0,2.04e-06,"[27, 7, 24, 0, 0, 0, 0, 0]"
computed,"['K', 'AH', 'M', 'P', 'Y', 'UW', 'T', 'AH', 'D']","['com', 'puted']","['com', 'puted']",0.0,2.04e-06,"[24, 3, 26, 29, 37, 15, 33, 3]"
specialties,"['S', 'P', 'EH', 'SH', 'AH', 'L', 'T', 'IY', 'Z']","['spe', 'cial', 'ties']","['special', 'ties']",0.09090909090909091,2.04e-06,"[31, 29, 7, 32, 3, 25, 33, 11]"
fairfield,"['F', 'EH', 'R', 'F', 'IY', 'L', 'D']","['fair', 'field']","['fair', 'field']",0.0,2.04e-06,"[20, 7, 30, 20, 11, 25, 18, 0]"
ent,"['EH', 'N', 'T']",['ent'],['ent'],0.0,2.09e-06,"[7, 27, 33, 0, 0, 0, 0, 0]"
volt,"['V', 'OW', 'L', 'T']",['volt'],['volt'],0.0,2.09e-06,"[35, 12, 25, 33, 0, 0, 0, 0]"
nil,"['N', 'IH', 'L']",['nil'],['nil'],0.0,2.14e-06,"[27, 10, 25, 0, 0, 0, 0, 0]"
playback,"['P', 'L', 'EY', 'B', 'AE', 'K']","['play', 'back']","['play', 'back']",0.0,2.14e-06,"[29, 25, 9, 16, 2, 24, 0, 0]"
bookings,"['B', 'UH', 'K', 'IH', 'NG', 'Z']","['book', 'ings']","['book', 'ings']",0.0,2.14e-06,"[16, 14, 24, 10, 28, 38, 0, 0]"
previews,"['P', 'R', 'IY', 'V', 'Y', 'UW', 'Z']","['pre', 'views']","['pre', 'views']",0.0,2.14e-06,"[29, 30, 11, 35, 37, 15, 38, 0]"
calibration,"['K', 'AE', 'L', 'AH', 'B', 'R', 'EY', 'SH', 'AH', 'N']","['cal', 'ib', 'ra', 'tion']","['cal', 'ib', 'ration']",0.09090909090909091,2.19e-06,"[24, 2, 25, 3, 16, 30, 9, 32]"
hardwood,"['HH', 'AA', 'R', 'D', 'W', 'UH', 'D']","['hard', 'wood']","['hard', 'wood']",0.0,2.19e-06,"[22, 1, 30, 18, 36, 14, 18, 0]"
foo,"['F', 'UW']",['foo'],['foo'],0.0,2.19e-06,"[20, 15, 0, 0, 0, 0, 0, 0]"
cookbook,"['K', 'UH', 'K', 'B', 'UH', 'K']","['cook', 'book']","['cook', 'book']",0.0,2.29e-06,"[24, 14, 24, 16, 14, 24, 0, 0]"
oman,"['OW', 'M', 'AA', 'N']",['oman'],['oman'],0.0,2.29e-06,"[12, 26, 1, 27, 0, 0, 0, 0]"
topless,"['T', 'AA', 'P', 'L', 'AH', 'S']","['top', 'less']","['top', 'less']",0.0,2.29e-06,"[33, 1, 29, 25, 3, 31, 0, 0]"
handheld,"['HH', 'AE', 'N', 'D', 'HH', 'EH', 'L', 'D']","['hand', 'held']","['hand', 'held']",0.0,2.29e-06,"[22, 2, 27, 18, 22, 7, 25, 18]"
nirvana,"['N', 'IH', 'R', 'V', 'AA', 'N', 'AH']","['nir', 'vana']","['nir', 'vana']",0.0,2.34e-06,"[27, 10, 30, 35, 1, 27, 3, 0]"
bracelets,"['B', 'R', 'EY', 'S', 'L', 'IH', 'T', 'S']","['brace', 'lets']","['brace', 'lets']",0.0,2.34e-06,"[16, 30, 9, 31, 25, 10, 33, 31]"
newfoundland,"['N', 'UW', 'F', 'AH', 'N', 'D', 'L', 'AH', 'N', 'D']","['new', 'found', 'land']","['new', 'foundland']",0.08333333333333333,2.4e-06,"[27, 15, 20, 3, 27, 18, 25, 3]"
latina,"['L', 'AA', 'T', 'IY', 'N', 'AH']","['lat', 'ina']","['lat', 'ina']",0.0,2.4e-06,"[25, 1, 33, 11, 27, 3, 0, 0]"
keyboards,"['K', 'IY', 'B', 'AO', 'R', 'D', 'Z']","['key', 'boards']","['key', 'boards']",0.0,2.4e-06,"[24, 11, 16, 4, 30, 18, 38, 0]"
attachments,"['AH', 'T', 'AE', 'CH', 'M', 'AH', 'N', 'T', 'S']","['at', 'tach', 'ments']","['attach', 'ments']",0.09090909090909091,2.4e-06,"[3, 33, 2, 17, 26, 3, 27, 33]"
snapshot,"['S', 'N', 'AE', 'P', 'SH', 'AA', 'T']","['snap', 'shot']","['snap', 'shot']",0.0,2.45e-06,"[31, 27, 2, 29, 32, 1, 33, 0]"
reprint,"['R', 'IY', 'P', 'R', 'IH', 'N', 'T']","['re', 'print']","['re', 'print']",0.0,2.45e-06,"[30, 11, 29, 30, 10, 27, 33, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['sam', 'oa']",0.0,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
bedding,"['B', 'EH', 'D', 'IH', 'NG']","['bed', 'ding']","['bed', 'ding']",0.0,2.51e-06,"[16, 7, 18, 10, 28, 0, 0, 0]"
housewives,"['HH', 'AW', 'S', 'W', 'AY', 'V', 'Z']","['house', 'wives']","['house', 'wives']",0.0,2.51e-06,"[22, 5, 31, 36, 6, 35, 38, 0]"
cartridges,"['K', 'AA', 'R', 'T', 'R', 'AH', 'JH', 'AH', 'Z']","['cart', 'ridges']","['cart', 'ridges']",0.0,2.57e-06,"[24, 1, 30, 33, 30, 3, 23, 3]"
nasdaq,"['N', 'AE', 'Z', 'D', 'AE', 'K']","['nas', 'daq']","['nas', 'daq']",0.0,2.57e-06,"[27, 2, 38, 18, 2, 24, 0, 0]"
bookstore,"['B', 'UH', 'K', 'S', 'T', 'AO', 'R']","['book', 'store']","['book', 'store']",0.0,2.63e-06,"[16, 14, 24, 31, 33, 4, 30, 0]"
rentals,"['R', 'EH', 'N', 'T', 'AH', 'L', 'Z']","['rent', 'als']","['rent', 'als']",0.0,2.63e-06,"[30, 7, 27, 33, 3, 25, 38, 0]"
footwear,"['F', 'UH', 'T', 'W', 'EH', 'R']","['foot', 'wear']","['foot', 'wear']",0.0,2.63e-06,"[20, 14, 33, 36, 7, 30, 0, 0]"
ver,"['V', 'ER']",['ver'],['ver'],0.0,2.63e-06,"[35, 8, 0, 0, 0, 0, 0, 0]"
miscellaneous,"['M', 'IH', 'S', 'AH', 'L', 'EY', 'N', 'IY', 'AH', 'S']","['mis', 'cel', 'laneous']","['mis', 'cellaneous']",0.07692307692307693,2.63e-06,"[26, 10, 31, 3, 25, 9, 27, 11]"
evaluations,"['IH', 'V', 'AE', 'L', 'Y', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']","['eval', 'u', 'ations']","['eval', 'uations']",0.09090909090909091,2.69e-06,"[10, 35, 2, 25, 37, 15, 9, 32]"
len,"['L', 'EH', 'N']",['len'],['len'],0.0,2.69e-06,"[25, 7, 27, 0, 0, 0, 0, 0]"
postcard,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D']","['post', 'card']","['post', 'card']",0.0,2.75e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
groundwater,"['G', 'R', 'AW', 'N', 'D', 'W', 'AA', 'T', 'ER']","['ground', 'wa', 'ter']","['ground', 'water']",0.09090909090909091,2.75e-06,"[21, 30, 5, 27, 18, 36, 1, 33]"
questionnaire,"['K', 'W', 'EH', 'S', 'CH', 'AH', 'N', 'EH', 'R']","['ques', 'tion', 'naire']","['question', 'naire']",0.07692307692307693,2.75e-06,"[24, 36, 7, 31, 17, 3, 27, 7]"
hyundai,"['HH', 'Y', 'AH', 'N', 'D', 'EY']","['hy', 'undai']","['hy', 'undai']",0.0,2.75e-06,"[22, 37, 3, 27, 18, 9, 0, 0]"
una,"['UW', 'N', 'AH']",['una'],['una'],0.0,2.75e-06,"[15, 27, 3, 0, 0, 0, 0, 0]"
checklist,"['CH', 'EH', 'K', 'L', 'IH', 'S', 'T']","['check', 'list']","['check', 'list']",0.0,2.82e-06,"[17, 7, 24, 25, 10, 31, 33, 0]"
mens,"['M', 'EH', 'N', 'Z']",['mens'],['mens'],0.0,2.82e-06,"[26, 7, 27, 38, 0, 0, 0, 0]"
programmers,"['P', 'R', 'OW', 'G', 'R', 'AE', 'M', 'ER', 'Z']","['pro', 'gram', 'mers']","['program', 'mers']",0.09090909090909091,2.82e-06,"[29, 30, 12, 21, 30, 2, 26, 8]"
variance,"['V', 'EH', 'R', 'IY', 'AH', 'N', 'S']","['vari', 'ance']","['vari', 'ance']",0.0,2.82e-06,"[35, 7, 30, 11, 3, 27, 31, 0]"
standings,"['S', 'T', 'AE', 'N', 'D', 'IH', 'NG', 'Z']","['stand', 'ings']","['stand', 'ings']",0.0,2.88e-06,"[31, 33, 2, 27, 18, 10, 28, 38]"
anaheim,"['AE', 'N', 'AH', 'HH', 'AY', 'M']","['ana', 'heim']","['ana', 'heim']",0.0,2.88e-06,"[2, 27, 3, 22, 6, 26, 0, 0]"
cleaners,"['K', 'L', 'IY', 'N', 'ER', 'Z']","['clean', 'ers']","['clean', 'ers']",0.0,2.88e-06,"[24, 25, 11, 27, 8, 38, 0, 0]"
chem,"['K', 'EH', 'M']",['chem'],['chem'],0.0,2.88e-06,"[24, 7, 26, 0, 0, 0, 0, 0]"
convergence,"['K', 'AH', 'N', 'V', 'ER', 'JH', 'AH', 'N', 'S']","['con', 'ver', 'gence']","['con', 'ver', 'gence']",0.0,2.88e-06,"[24, 3, 27, 35, 8, 23, 3, 27]"
char,"['CH', 'AA', 'R']",['char'],['char'],0.0,2.95e-06,"[17, 1, 30, 0, 0, 0, 0, 0]"
stockings,"['S', 'T', 'AA', 'K', 'IH', 'NG', 'Z']","['stock', 'ings']","['stock', 'ings']",0.0,2.95e-06,"[31, 33, 1, 24, 10, 28, 38, 0]"
biodiversity,"['B', 'AY', 'OW', 'D', 'AY', 'V', 'ER', 'S', 'AH', 'T', 'IY']","['biod', 'iversity']","['b', 'iod', 'iversity']",0.08333333333333333,2.95e-06,"[16, 6, 12, 18, 6, 35, 8, 31]"
sublime,"['S', 'AH', 'B', 'L', 'AY', 'M']","['sub', 'lime']","['sub', 'lime']",0.0,3.02e-06,"[31, 3, 16, 25, 6, 26, 0, 0]"
accommodations,"['AH', 'K', 'AA', 'M', 'AH', 'D', 'EY', 'SH', 'AH', 'N', 'Z']","['ac', 'com', 'mod', 'a', 'tions']","['ac', 'com', 'mod', 'ations']",0.07142857142857142,3.02e-06,"[3, 24, 1, 26, 3, 18, 9, 32]"
bidder,"['B', 'IH', 'D', 'ER']","['bid', 'der']","['bid', 'der']",0.0,3.02e-06,"[16, 10, 18, 8, 0, 0, 0, 0]"
rpm,"['AA', 'R', 'P', 'IY', 'EH', 'M']",['rpm'],['rpm'],0.0,3.09e-06,"[1, 30, 29, 11, 7, 26, 0, 0]"
tariff,"['T', 'EH', 'R', 'AH', 'F']","['tar', 'iff']","['tar', 'iff']",0.0,3.09e-06,"[33, 7, 30, 3, 20, 0, 0, 0]"
cho,"['CH', 'OW']",['cho'],['cho'],0.0,3.09e-06,"[17, 12, 0, 0, 0, 0, 0, 0]"
arbor,"['AA', 'R', 'B', 'ER']","['ar', 'bor']","['ar', 'bor']",0.0,3.09e-06,"[1, 30, 16, 8, 0, 0, 0, 0]"
mixer,"['M', 'IH', 'K', 'S', 'ER']","['mix', 'er']","['mix', 'er']",0.0,3.16e-06,"[26, 10, 24, 31, 8, 0, 0, 0]"
payable,"['P', 'EY', 'AH', 'B', 'AH', 'L']","['pay', 'able']","['pay', 'able']",0.0,3.16e-06,"[29, 9, 3, 16, 3, 25, 0, 0]"
liberia,"['L', 'AY', 'B', 'IH', 'R', 'IY', 'AH']","['liber', 'ia']","['liber', 'ia']",0.0,3.16e-06,"[25, 6, 16, 10, 30, 11, 3, 0]"
annex,"['AE', 'N', 'EH', 'K', 'S']","['an', 'nex']","['an', 'nex']",0.0,3.16e-06,"[2, 27, 7, 24, 31, 0, 0, 0]"
statutes,"['S', 'T', 'AE', 'CH', 'UW', 'T', 'S']","['stat', 'utes']","['stat', 'utes']",0.0,3.16e-06,"[31, 33, 2, 17, 15, 33, 31, 0]"
por,"['P', 'AO', 'R']",['por'],['por'],0.0,3.16e-06,"[29, 4, 30, 0, 0, 0, 0, 0]"
honolulu,"['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']","['hon', 'olulu']","['hon', 'olulu']",0.0,3.16e-06,"[22, 1, 27, 3, 25, 15, 25, 15]"
albuquerque,"['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']","['al', 'buquerque']","['al', 'buquerque']",0.0,3.16e-06,"[2, 25, 16, 3, 24, 8, 24, 11]"
cas,"['K', 'AE', 'S']",['cas'],['cas'],0.0,3.24e-06,"[24, 2, 31, 0, 0, 0, 0, 0]"
excerpt,"['EH', 'K', 'S', 'ER', 'P', 'T']","['ex', 'cerpt']","['ex', 'cerpt']",0.0,3.24e-06,"[7, 24, 31, 8, 29, 33, 0, 0]"
postage,"['P', 'OW', 'S', 'T', 'AH', 'JH']","['post', 'age']","['post', 'age']",0.0,3.24e-06,"[29, 12, 31, 33, 3, 23, 0, 0]"
wal,"['W', 'AO', 'L']",['wal'],['wal'],0.0,3.31e-06,"[36, 4, 25, 0, 0, 0, 0, 0]"
packets,"['P', 'AE', 'K', 'IH', 'T', 'S']","['pack', 'ets']","['pack', 'ets']",0.0,3.31e-06,"[29, 2, 24, 10, 33, 31, 0, 0]"
tex,"['T', 'EH', 'K', 'S']",['tex'],['tex'],0.0,3.31e-06,"[33, 7, 24, 31, 0, 0, 0, 0]"
staffing,"['S', 'T', 'AE', 'F', 'IH', 'NG']","['staff', 'ing']","['staff', 'ing']",0.0,3.39e-06,"[31, 33, 2, 20, 10, 28, 0, 0]"
creations,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'Z']","['cre', 'ations']","['cre', 'ations']",0.0,3.39e-06,"[24, 30, 11, 9, 32, 3, 27, 38]"
lite,"['L', 'AY', 'T']",['lite'],['lite'],0.0,3.39e-06,"[25, 6, 33, 0, 0, 0, 0, 0]"
mas,"['M', 'AA', 'Z']",['mas'],['mas'],0.0,3.39e-06,"[26, 1, 38, 0, 0, 0, 0, 0]"
planner,"['P', 'L', 'AE', 'N', 'ER']","['plan', 'ner']","['plan', 'ner']",0.0,3.39e-06,"[29, 25, 2, 27, 8, 0, 0, 0]"
adobe,"['AH', 'D', 'OW', 'B', 'IY']",['adobe'],['adobe'],0.0,3.39e-06,"[3, 18, 12, 16, 11, 0, 0, 0]"
rebound,"['R', 'IY', 'B', 'AW', 'N', 'D']","['re', 'bound']","['re', 'bound']",0.0,3.39e-06,"[30, 11, 16, 5, 27, 18, 0, 0]"
ala,"['EY', 'L', 'AH']",['ala'],['ala'],0.0,3.39e-06,"[9, 25, 3, 0, 0, 0, 0, 0]"
fireplace,"['F', 'AY', 'ER', 'P', 'L', 'EY', 'S']","['fire', 'place']","['fire', 'place']",0.0,3.47e-06,"[20, 6, 8, 29, 25, 9, 31, 0]"
headset,"['HH', 'EH', 'D', 'S', 'EH', 'T']","['head', 'set']","['head', 'set']",0.0,3.47e-06,"[22, 7, 18, 31, 7, 33, 0, 0]"
