word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
zoloft,"['Z', 'AA', 'L', 'AA', 'F', 'T']","['zo', 'loft']","['z', 'olo', 'ft']",0.5,3.39e-07,"[38, 1, 25, 1, 20, 33, 0, 0]"
bhutan,"['B', 'UW', 'T', 'AE', 'N']",['bhutan'],"['b', 'h', 'ut', 'an']",0.5,1.23e-06,"[16, 15, 33, 2, 27, 0, 0, 0]"
arab,"['AE', 'R', 'AH', 'B']","['ar', 'ab']","['a', 'rab']",0.5,2.45e-05,"[2, 30, 3, 16, 0, 0, 0, 0]"
radios,"['R', 'EY', 'D', 'IY', 'OW', 'Z']","['ra', 'di', 'os']","['rad', 'ios']",0.5,2.57e-06,"[30, 9, 18, 11, 12, 38, 0, 0]"
iraq,"['IH', 'R', 'AA', 'K']","['ir', 'aq']","['i', 'raq']",0.5,2.69e-05,"[10, 30, 1, 24, 0, 0, 0, 0]"
pavilion,"['P', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N']","['pa', 'vil', 'ion']","['p', 'av', 'ilion']",0.5,4.17e-06,"[29, 3, 35, 10, 25, 37, 3, 27]"
honduras,"['HH', 'AA', 'N', 'D', 'UH', 'R', 'AH', 'S']","['hon', 'dur', 'as']","['h', 'ond', 'uras']",0.5,3.98e-06,"[22, 1, 27, 18, 14, 30, 3, 31]"
ryan,"['R', 'AY', 'AH', 'N']","['ry', 'an']","['r', 'yan']",0.5,3.89e-05,"[30, 6, 3, 27, 0, 0, 0, 0]"
indianapolis,"['IH', 'N', 'D', 'IY', 'AH', 'N', 'AE', 'P', 'AH', 'L', 'IH', 'S']","['in', 'di', 'ana', 'pol', 'is']","['ind', 'ian', 'apolis']",0.5,6.61e-06,"[10, 27, 18, 11, 3, 27, 2, 29]"
aurora,"['ER', 'AO', 'R', 'AH']","['au', 'rora']","['a', 'ur', 'ora']",0.5,5.37e-06,"[8, 4, 30, 3, 0, 0, 0, 0]"
jaguar,"['JH', 'AE', 'G', 'W', 'AA', 'R']","['jag', 'uar']","['j', 'agu', 'ar']",0.5,3.24e-06,"[23, 2, 21, 36, 1, 30, 0, 0]"
eugene,"['Y', 'UW', 'JH', 'IY', 'N']","['eu', 'gene']","['e', 'ug', 'ene']",0.5,6.31e-06,"[37, 15, 23, 11, 27, 0, 0, 0]"
gmbh,"['G', 'AH', 'M']",['gmbh'],"['g', 'mb', 'h']",0.5,1.74e-06,"[21, 3, 26, 0, 0, 0, 0, 0]"
scotia,"['S', 'K', 'OW', 'SH', 'AH']","['sco', 'tia']","['sc', 'ot', 'ia']",0.5,3.09e-06,"[31, 24, 12, 32, 3, 0, 0, 0]"
zambia,"['Z', 'AE', 'M', 'B', 'IY', 'AH']","['zam', 'bia']","['z', 'amb', 'ia']",0.5,2.69e-06,"[38, 2, 26, 16, 11, 3, 0, 0]"
auburn,"['AA', 'B', 'ER', 'N']","['au', 'burn']","['a', 'ub', 'urn']",0.5,5.25e-06,"[1, 16, 8, 27, 0, 0, 0, 0]"
lucy,"['L', 'UW', 'S', 'IY']",['lucy'],"['l', 'u', 'cy']",0.5,1.17e-05,"[25, 15, 31, 11, 0, 0, 0, 0]"
mozambique,"['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']","['mozam', 'bi', 'que']","['mo', 'z', 'amb', 'ique']",0.5,1.95e-06,"[26, 12, 38, 2, 26, 16, 11, 24]"
maui,"['M', 'AW', 'IY']",['maui'],"['m', 'au', 'i']",0.5,2.24e-06,"[26, 5, 11, 0, 0, 0, 0, 0]"
luis,"['L', 'UW', 'IY', 'S']","['lu', 'is']","['l', 'uis']",0.5,9.77e-06,"[25, 15, 11, 31, 0, 0, 0, 0]"
indian,"['IH', 'N', 'D', 'IY', 'AH', 'N']","['in', 'di', 'an']","['ind', 'ian']",0.5,8.13e-05,"[10, 27, 18, 11, 3, 27, 0, 0]"
nascar,"['N', 'AE', 'S', 'K', 'AA', 'R']","['nas', 'car']","['n', 'asc', 'ar']",0.5,5.75e-06,"[27, 2, 31, 24, 1, 30, 0, 0]"
victorian,"['V', 'IH', 'K', 'T', 'AO', 'R', 'IY', 'AH', 'N']","['vic', 'tori', 'an']","['vict', 'or', 'ian']",0.4444444444444444,1.32e-05,"[35, 10, 24, 33, 4, 30, 11, 3]"
mauritius,"['M', 'AO', 'R', 'IH', 'T', 'IY', 'AH', 'S']","['maur', 'i', 'ti', 'us']","['m', 'aur', 'it', 'ius']",0.4444444444444444,1.62e-06,"[26, 4, 30, 10, 33, 11, 3, 31]"
cleveland,"['K', 'L', 'IY', 'V', 'L', 'AH', 'N', 'D']","['clev', 'e', 'land']","['cle', 'vel', 'and']",0.4444444444444444,1.86e-05,"[24, 25, 11, 35, 25, 3, 27, 18]"
argentina,"['AA', 'R', 'JH', 'AH', 'N', 'T', 'IY', 'N', 'AH']","['ar', 'gen', 'tina']","['arg', 'ent', 'ina']",0.4444444444444444,1.66e-05,"[1, 30, 23, 3, 27, 33, 11, 27]"
macedonia,"['M', 'AE', 'S', 'AH', 'D', 'OW', 'N', 'IY', 'AH']","['mace', 'do', 'nia']","['m', 'aced', 'onia']",0.4444444444444444,2.34e-06,"[26, 2, 31, 3, 18, 12, 27, 11]"
jefferson,"['JH', 'EH', 'F', 'ER', 'S', 'AH', 'N']","['jef', 'fer', 'son']","['j', 'eff', 'erson']",0.4444444444444444,1e-05,"[23, 7, 20, 8, 31, 3, 27, 0]"
indonesia,"['IH', 'N', 'D', 'OW', 'N', 'IY', 'ZH', 'AH']","['in', 'done', 'sia']","['ind', 'ones', 'ia']",0.4444444444444444,1.78e-05,"[10, 27, 18, 12, 27, 11, 39, 3]"
librarian,"['L', 'AY', 'B', 'R', 'EH', 'R', 'IY', 'AH', 'N']","['lib', 'rar', 'i', 'an']","['libr', 'arian']",0.4444444444444444,3.89e-06,"[25, 6, 16, 30, 7, 30, 11, 3]"
henderson,"['HH', 'EH', 'N', 'D', 'ER', 'S', 'AH', 'N']","['hende', 'r', 'son']","['he', 'nd', 'erson']",0.4444444444444444,8.51e-06,"[22, 7, 27, 18, 8, 31, 3, 27]"
editorial,"['EH', 'D', 'AH', 'T', 'AO', 'R', 'IY', 'AH', 'L']","['ed', 'it', 'or', 'i', 'al']",['editorial'],0.4444444444444444,1.29e-05,"[7, 18, 3, 33, 4, 30, 11, 3]"
kenneth,"['K', 'EH', 'N', 'IH', 'TH']","['ken', 'neth']","['k', 'enn', 'eth']",0.42857142857142855,7.94e-06,"[24, 7, 27, 10, 34, 0, 0, 0]"
expedia,"['EH', 'K', 'S', 'P', 'IY', 'D', 'IY', 'AH']","['ex', 'pe', 'dia']","['exp', 'edia']",0.42857142857142855,4.17e-07,"[7, 24, 31, 29, 11, 18, 11, 3]"
morocco,"['M', 'ER', 'AA', 'K', 'OW']","['mo', 'rocco']","['mor', 'occ', 'o']",0.42857142857142855,6.31e-06,"[26, 8, 1, 24, 12, 0, 0, 0]"
deborah,"['D', 'EH', 'B', 'ER', 'AH']","['de', 'borah']","['deb', 'or', 'ah']",0.42857142857142855,4.07e-06,"[18, 7, 16, 8, 3, 0, 0, 0]"
cologne,"['K', 'AH', 'L', 'OW', 'N']","['co', 'logne']","['col', 'og', 'ne']",0.42857142857142855,3.72e-06,"[24, 3, 25, 12, 27, 0, 0, 0]"
belfast,"['B', 'EH', 'L', 'F', 'AE', 'S', 'T']","['bel', 'fast']","['b', 'elf', 'ast']",0.42857142857142855,7.59e-06,"[16, 7, 25, 20, 2, 31, 33, 0]"
houston,"['HH', 'Y', 'UW', 'S', 'T', 'AH', 'N']","['hou', 's', 'ton']","['h', 'ouston']",0.42857142857142855,2.63e-05,"[22, 37, 15, 31, 33, 3, 27, 0]"
marilyn,"['M', 'EH', 'R', 'AH', 'L', 'AH', 'N']","['mar', 'ilyn']","['m', 'arily', 'n']",0.42857142857142855,5.25e-06,"[26, 7, 30, 3, 25, 3, 27, 0]"
october,"['AA', 'K', 'T', 'OW', 'B', 'ER']","['oc', 'to', 'ber']","['o', 'ctober']",0.42857142857142855,0.000129,"[1, 24, 33, 12, 16, 8, 0, 0]"
indiana,"['IH', 'N', 'D', 'IY', 'AE', 'N', 'AH']","['in', 'di', 'ana']","['ind', 'iana']",0.42857142857142855,2.04e-05,"[10, 27, 18, 11, 2, 27, 3, 0]"
croatia,"['K', 'R', 'OW', 'EY', 'SH', 'AH']","['croa', 'tia']","['cro', 'at', 'ia']",0.42857142857142855,5.5e-06,"[24, 30, 12, 9, 32, 3, 0, 0]"
britain,"['B', 'R', 'IH', 'T', 'AH', 'N']","['bri', 'tain']","['b', 'rit', 'ain']",0.42857142857142855,5.25e-05,"[16, 30, 10, 33, 3, 27, 0, 0]"
austria,"['AO', 'S', 'T', 'R', 'IY', 'AH']","['aus', 'tria']","['a', 'ust', 'ria']",0.42857142857142855,1.17e-05,"[4, 31, 33, 30, 11, 3, 0, 0]"
indians,"['IH', 'N', 'D', 'IY', 'AH', 'N', 'Z']","['in', 'di', 'ans']","['ind', 'ians']",0.42857142857142855,1.78e-05,"[10, 27, 18, 11, 3, 27, 38, 0]"
bermuda,"['B', 'ER', 'M', 'Y', 'UW', 'D', 'AH']","['ber', 'muda']","['b', 'erm', 'uda']",0.42857142857142855,3.31e-06,"[16, 8, 26, 37, 15, 18, 3, 0]"
raymond,"['R', 'EY', 'M', 'AH', 'N', 'D']","['ray', 'mond']","['ra', 'ym', 'ond']",0.42857142857142855,9.55e-06,"[30, 9, 26, 3, 27, 18, 0, 0]"
courier,"['K', 'ER', 'IY', 'ER']","['cour', 'i', 'er']","['cou', 'rier']",0.42857142857142855,4.79e-06,"[24, 8, 11, 8, 0, 0, 0, 0]"
william,"['W', 'IH', 'L', 'Y', 'AH', 'M']","['wil', 'li', 'am']","['will', 'iam']",0.42857142857142855,7.59e-05,"[36, 10, 25, 37, 3, 26, 0, 0]"
wyoming,"['W', 'AY', 'OW', 'M', 'IH', 'NG']","['wyom', 'ing']","['w', 'y', 'oming']",0.42857142857142855,6.03e-06,"[36, 6, 12, 26, 10, 28, 0, 0]"
andrews,"['AE', 'N', 'D', 'R', 'UW', 'Z']","['an', 'drews']","['and', 'rew', 's']",0.42857142857142855,8.51e-06,"[2, 27, 18, 30, 15, 38, 0, 0]"
estonia,"['EH', 'S', 'T', 'OW', 'N', 'IY', 'AH']","['es', 'to', 'nia']","['est', 'onia']",0.42857142857142855,3.02e-06,"[7, 31, 33, 12, 27, 11, 3, 0]"
namibia,"['N', 'AH', 'M', 'IH', 'B', 'IY', 'AH']","['nam', 'i', 'bia']","['n', 'am', 'ib', 'ia']",0.42857142857142855,1.78e-06,"[27, 3, 26, 10, 16, 11, 3, 0]"
jamaica,"['JH', 'AH', 'M', 'EY', 'K', 'AH']","['ja', 'maica']","['j', 'ama', 'ica']",0.42857142857142855,8.32e-06,"[23, 3, 26, 9, 24, 3, 0, 0]"
ferrari,"['F', 'ER', 'AA', 'R', 'IY']","['fer', 'rari']","['f', 'err', 'ari']",0.42857142857142855,7.59e-06,"[20, 8, 1, 30, 11, 0, 0, 0]"
jeffrey,"['JH', 'EH', 'F', 'R', 'IY']","['jef', 'frey']","['j', 'eff', 'rey']",0.42857142857142855,7.94e-06,"[23, 7, 20, 30, 11, 0, 0, 0]"
russian,"['R', 'AH', 'SH', 'AH', 'N']","['rus', 'si', 'an']","['r', 'ussian']",0.42857142857142855,0.000102,"[30, 3, 32, 3, 27, 0, 0, 0]"
francis,"['F', 'R', 'AE', 'N', 'S', 'AH', 'S']","['fran', 'cis']","['fr', 'anc', 'is']",0.42857142857142855,2.45e-05,"[20, 30, 2, 27, 31, 3, 31, 0]"
pentium,"['P', 'EH', 'N', 'T', 'IY', 'AH', 'M']","['pen', 'ti', 'um']","['pent', 'ium']",0.42857142857142855,5.75e-07,"[29, 7, 27, 33, 11, 3, 26, 0]"
bahamas,"['B', 'AH', 'HH', 'AA', 'M', 'AH', 'Z']","['ba', 'hamas']","['b', 'ah', 'amas']",0.42857142857142855,3.39e-06,"[16, 3, 22, 1, 26, 3, 38, 0]"
andreas,"['AA', 'N', 'D', 'R', 'EY', 'AH', 'S']","['an', 'dreas']","['and', 're', 'as']",0.42857142857142855,3.02e-06,"[1, 27, 18, 30, 9, 3, 31, 0]"
andorra,"['AE', 'N', 'D', 'AO', 'R', 'AH']","['an', 'dorra']","['and', 'or', 'ra']",0.42857142857142855,4.9e-07,"[2, 27, 18, 4, 30, 3, 0, 0]"
vatican,"['V', 'AE', 'T', 'IH', 'K', 'AH', 'N']","['vat', 'ic', 'an']","['v', 'atican']",0.42857142857142855,6.17e-06,"[35, 2, 33, 10, 24, 3, 27, 0]"
olympus,"['OW', 'L', 'IH', 'M', 'P', 'AH', 'S']","['olym', 'pus']","['o', 'lymp', 'us']",0.42857142857142855,1.78e-06,"[12, 25, 10, 26, 29, 3, 31, 0]"
pontiac,"['P', 'AA', 'N', 'T', 'IY', 'AE', 'K']","['pon', 'tiac']","['p', 'ont', 'iac']",0.42857142857142855,1.32e-06,"[29, 1, 27, 33, 11, 2, 24, 0]"
subsidiaries,"['S', 'AH', 'B', 'S', 'IH', 'D', 'IY', 'EH', 'R', 'IY', 'Z']","['sub', 'si', 'di', 'ar', 'ies']","['subsid', 'iaries']",0.4166666666666667,3.8e-06,"[31, 3, 16, 31, 10, 18, 11, 7]"
occupational,"['AA', 'K', 'Y', 'AH', 'P', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['oc', 'cu', 'pa', 'tion', 'al']","['occup', 'ational']",0.4166666666666667,5.25e-06,"[1, 24, 37, 3, 29, 9, 32, 3]"
annie,"['AE', 'N', 'IY']","['an', 'nie']","['ann', 'ie']",0.4,8.71e-06,"[2, 27, 11, 0, 0, 0, 0, 0]"
sanyo,"['S', 'AA', 'N', 'Y', 'OW']",['sanyo'],"['s', 'any', 'o']",0.4,1.74e-07,"[31, 1, 27, 37, 12, 0, 0, 0]"
meyer,"['M', 'AY', 'ER']","['mey', 'er']","['me', 'yer']",0.4,4.9e-06,"[26, 6, 8, 0, 0, 0, 0, 0]"
alexandria,"['AE', 'L', 'AH', 'G', 'Z', 'AE', 'N', 'D', 'R', 'IY', 'AH']","['al', 'ex', 'an', 'dria']","['a', 'lex', 'and', 'ria']",0.4,5.89e-06,"[2, 25, 3, 21, 38, 2, 27, 18]"
depot,"['D', 'IY', 'P', 'OW']","['de', 'pot']","['dep', 'ot']",0.4,8.91e-06,"[18, 11, 29, 12, 0, 0, 0, 0]"
millennium,"['M', 'AH', 'L', 'EH', 'N', 'IY', 'AH', 'M']","['mil', 'len', 'ni', 'um']","['millenn', 'ium']",0.4,5.01e-06,"[26, 3, 25, 7, 27, 11, 3, 26]"
johns,"['JH', 'AA', 'N', 'Z']",['johns'],"['j', 'oh', 'ns']",0.4,6.92e-06,"[23, 1, 27, 38, 0, 0, 0, 0]"
allen,"['AE', 'L', 'AH', 'N']","['al', 'len']","['all', 'en']",0.4,2.4e-05,"[2, 25, 3, 27, 0, 0, 0, 0]"
simon,"['S', 'AY', 'M', 'AH', 'N']","['si', 'mon']","['sim', 'on']",0.4,3.02e-05,"[31, 6, 26, 3, 27, 0, 0, 0]"
diana,"['D', 'AY', 'AE', 'N', 'AH']","['di', 'ana']","['d', 'iana']",0.4,1.05e-05,"[18, 6, 2, 27, 3, 0, 0, 0]"
davis,"['D', 'EY', 'V', 'AH', 'S']","['dav', 'is']","['d', 'avis']",0.4,3.09e-05,"[18, 9, 35, 3, 31, 0, 0, 0]"
allan,"['AE', 'L', 'AH', 'N']","['al', 'lan']","['all', 'an']",0.4,6.31e-06,"[2, 25, 3, 27, 0, 0, 0, 0]"
ralph,"['R', 'AE', 'L', 'F']","['ral', 'ph']","['r', 'alph']",0.4,1.26e-05,"[30, 2, 25, 20, 0, 0, 0, 0]"
lucas,"['L', 'UW', 'K', 'AH', 'S']","['lu', 'cas']","['luc', 'as']",0.4,1.23e-05,"[25, 15, 24, 3, 31, 0, 0, 0]"
ebony,"['EH', 'B', 'AH', 'N', 'IY']",['ebony'],"['e', 'b', 'ony']",0.4,2.19e-06,"[7, 16, 3, 27, 11, 0, 0, 0]"
behavioral,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER', 'AH', 'L']","['be', 'ha', 'vi', 'or', 'al']",['behavioral'],0.4,7.24e-06,"[16, 10, 22, 9, 35, 37, 8, 3]"
julia,"['JH', 'UW', 'L', 'Y', 'AH']","['ju', 'lia']","['j', 'ulia']",0.4,1.32e-05,"[23, 15, 25, 37, 3, 0, 0, 0]"
asian,"['EY', 'ZH', 'AH', 'N']","['asi', 'an']","['as', 'ian']",0.4,4.9e-05,"[9, 39, 3, 27, 0, 0, 0, 0]"
vocational,"['V', 'OW', 'K', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['vo', 'ca', 'tion', 'al']","['voc', 'ational']",0.4,4.47e-06,"[35, 12, 24, 9, 32, 3, 27, 3]"
tommy,"['T', 'AA', 'M', 'IY']",['tommy'],"['to', 'mm', 'y']",0.4,1.45e-05,"[33, 1, 26, 11, 0, 0, 0, 0]"
syria,"['S', 'IH', 'R', 'IY', 'AH']","['syr', 'ia']","['sy', 'ria']",0.4,2.51e-05,"[31, 10, 30, 11, 3, 0, 0, 0]"
lucia,"['L', 'UW', 'SH', 'AH']","['lu', 'cia']","['luc', 'ia']",0.4,2.82e-06,"[25, 15, 32, 3, 0, 0, 0, 0]"
bobby,"['B', 'AA', 'B', 'IY']",['bobby'],"['bo', 'bb', 'y']",0.4,1.66e-05,"[16, 1, 16, 11, 0, 0, 0, 0]"
lewis,"['L', 'UW', 'IH', 'S']",['lewis'],"['le', 'w', 'is']",0.4,3.02e-05,"[25, 15, 10, 31, 0, 0, 0, 0]"
oasis,"['OW', 'EY', 'S', 'IH', 'S']","['oas', 'is']","['o', 'asis']",0.4,3.63e-06,"[12, 9, 31, 10, 31, 0, 0, 0]"
casey,"['K', 'EY', 'S', 'IY']","['ca', 'sey']","['case', 'y']",0.4,9.12e-06,"[24, 9, 31, 11, 0, 0, 0, 0]"
india,"['IH', 'N', 'D', 'IY', 'AH']","['in', 'dia']","['ind', 'ia']",0.4,0.00011,"[10, 27, 18, 11, 3, 0, 0, 0]"
kodak,"['K', 'OW', 'D', 'AE', 'K']",['kodak'],"['k', 'od', 'ak']",0.4,1.82e-06,"[24, 12, 18, 2, 24, 0, 0, 0]"
indonesian,"['IH', 'N', 'D', 'OW', 'N', 'IY', 'ZH', 'AH', 'N']","['in', 'done', 'sian']","['ind', 'ones', 'ian']",0.4,7.76e-06,"[10, 27, 18, 12, 27, 11, 39, 3]"
allah,"['AA', 'L', 'AH']","['al', 'lah']","['all', 'ah']",0.4,7.76e-06,"[1, 25, 3, 0, 0, 0, 0, 0]"
korea,"['K', 'AO', 'R', 'IY', 'AH']",['korea'],"['k', 'ore', 'a']",0.4,4.47e-05,"[24, 4, 30, 11, 3, 0, 0, 0]"
diane,"['D', 'AY', 'AE', 'N']","['di', 'ane']","['d', 'iane']",0.4,6.76e-06,"[18, 6, 2, 27, 0, 0, 0, 0]"
bryan,"['B', 'R', 'AY', 'AH', 'N']","['bry', 'an']","['b', 'ryan']",0.4,9.55e-06,"[16, 30, 6, 3, 27, 0, 0, 0]"
idaho,"['AY', 'D', 'AH', 'HH', 'OW']",['idaho'],"['id', 'a', 'ho']",0.4,8.13e-06,"[6, 18, 3, 22, 12, 0, 0, 0]"
david,"['D', 'EY', 'V', 'IH', 'D']","['dav', 'id']","['d', 'avid']",0.4,0.000135,"[18, 9, 35, 10, 18, 0, 0, 0]"
geological,"['JH', 'IY', 'AH', 'L', 'AA', 'JH', 'IH', 'K', 'AH', 'L']","['geo', 'lo', 'gic', 'al']","['ge', 'ological']",0.4,6.61e-06,"[23, 11, 3, 25, 1, 23, 10, 24]"
madagascar,"['M', 'AE', 'D', 'AH', 'G', 'AE', 'S', 'K', 'ER']","['mad', 'a', 'gas', 'car']","['mad', 'ag', 'asc', 'ar']",0.4,2.45e-06,"[26, 2, 18, 3, 21, 2, 31, 24]"
brian,"['B', 'R', 'AY', 'AH', 'N']","['bri', 'an']","['b', 'rian']",0.4,2.95e-05,"[16, 30, 6, 3, 27, 0, 0, 0]"
japan,"['JH', 'AH', 'P', 'AE', 'N']","['ja', 'pan']","['j', 'apan']",0.4,7.76e-05,"[23, 3, 29, 2, 27, 0, 0, 0]"
tokyo,"['T', 'OW', 'K', 'IY', 'OW']",['tokyo'],"['to', 'ky', 'o']",0.4,1.86e-05,"[33, 12, 24, 11, 12, 0, 0, 0]"
nikon,"['N', 'AY', 'K', 'AA', 'N']",['nikon'],"['n', 'ik', 'on']",0.4,2.14e-06,"[27, 6, 24, 1, 27, 0, 0, 0]"
jesus,"['JH', 'IY', 'Z', 'AH', 'S']","['je', 'sus']","['j', 'esus']",0.4,9.77e-05,"[23, 11, 38, 3, 31, 0, 0, 0]"
cindy,"['S', 'IH', 'N', 'D', 'IY']",['cindy'],"['c', 'ind', 'y']",0.4,3.8e-06,"[31, 10, 27, 18, 11, 0, 0, 0]"
jimmy,"['JH', 'IH', 'M', 'IY']",['jimmy'],"['j', 'im', 'my']",0.4,2.75e-05,"[23, 10, 26, 11, 0, 0, 0, 0]"
kenya,"['K', 'EH', 'N', 'Y', 'AH']",['kenya'],"['k', 'en', 'ya']",0.4,1.35e-05,"[24, 7, 27, 37, 3, 0, 0, 0]"
ellis,"['EH', 'L', 'IH', 'S']","['el', 'lis']","['ell', 'is']",0.4,8.91e-06,"[7, 25, 10, 31, 0, 0, 0, 0]"
henry,"['HH', 'EH', 'N', 'R', 'IY']",['henry'],"['he', 'n', 'ry']",0.4,5.5e-05,"[22, 7, 27, 30, 11, 0, 0, 0]"
niger,"['N', 'AY', 'JH', 'ER']","['ni', 'ger']","['n', 'iger']",0.4,2.82e-06,"[27, 6, 23, 8, 0, 0, 0, 0]"
cedar,"['S', 'IY', 'D', 'ER']","['ce', 'dar']","['c', 'edar']",0.4,5.75e-06,"[31, 11, 18, 8, 0, 0, 0, 0]"
xanax,"['Z', 'AE', 'N', 'AE', 'K', 'S']",['xanax'],"['x', 'an', 'ax']",0.4,1.51e-06,"[38, 2, 27, 2, 24, 31, 0, 0]"
mason,"['M', 'EY', 'S', 'AH', 'N']","['ma', 'son']","['m', 'ason']",0.4,1.38e-05,"[26, 9, 31, 3, 27, 0, 0, 0]"
yukon,"['Y', 'UW', 'K', 'AA', 'N']",['yukon'],"['y', 'uk', 'on']",0.4,1.55e-06,"[37, 15, 24, 1, 27, 0, 0, 0]"
roman,"['R', 'OW', 'M', 'AH', 'N']","['ro', 'man']","['rom', 'an']",0.4,3.16e-05,"[30, 12, 26, 3, 27, 0, 0, 0]"
casio,"['K', 'AE', 'S', 'IY', 'OW']","['ca', 'sio']","['cas', 'io']",0.4,5.37e-07,"[24, 2, 31, 11, 12, 0, 0, 0]"
ellen,"['EH', 'L', 'AH', 'N']","['el', 'len']","['ell', 'en']",0.4,1.12e-05,"[7, 25, 3, 27, 0, 0, 0, 0]"
consortium,"['K', 'AH', 'N', 'S', 'AO', 'R', 'SH', 'IY', 'AH', 'M']","['con', 'sor', 'ti', 'um']","['cons', 'ortium']",0.4,4.79e-06,"[24, 3, 27, 31, 4, 30, 32, 11]"
mazda,"['M', 'AA', 'Z', 'D', 'AH']",['mazda'],"['m', 'az', 'da']",0.4,2.19e-06,"[26, 1, 38, 18, 3, 0, 0, 0]"
karen,"['K', 'EH', 'R', 'AH', 'N']","['kar', 'en']","['k', 'aren']",0.4,1.23e-05,"[24, 7, 30, 3, 27, 0, 0, 0]"
kevin,"['K', 'EH', 'V', 'IH', 'N']","['kev', 'in']","['ke', 'vin']",0.4,3.63e-05,"[24, 7, 35, 10, 27, 0, 0, 0]"
lotus,"['L', 'OW', 'T', 'AH', 'S']","['lo', 'tus']","['lot', 'us']",0.4,4.17e-06,"[25, 12, 33, 3, 31, 0, 0, 0]"
yemen,"['Y', 'EH', 'M', 'AH', 'N']","['ye', 'men']","['y', 'emen']",0.4,7.59e-06,"[37, 7, 26, 3, 27, 0, 0, 0]"
accreditation,"['AH', 'K', 'R', 'EH', 'D', 'AH', 'T', 'EY', 'SH', 'AH', 'N']","['ac', 'cred', 'it', 'a', 'tion']","['acc', 'reditation']",0.38461538461538464,3.47e-06,"[3, 24, 30, 7, 18, 3, 33, 9]"
imperial,"['IH', 'M', 'P', 'IH', 'R', 'IY', 'AH', 'L']","['im', 'per', 'i', 'al']",['imperial'],0.375,1.62e-05,"[10, 26, 29, 10, 30, 11, 3, 25]"
thailand,"['T', 'AY', 'L', 'AE', 'N', 'D']","['thai', 'l', 'and']","['th', 'ailand']",0.375,1.66e-05,"[33, 6, 25, 2, 27, 18, 0, 0]"
arkansas,"['AA', 'R', 'K', 'AH', 'N', 'S', 'AA']","['arkan', 'sas']","['ar', 'k', 'ansas']",0.375,1.12e-05,"[1, 30, 24, 3, 27, 31, 1, 0]"
