word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
danish,"['D', 'EY', 'N', 'IH', 'SH']","['dan', 'ish']","['dan', 'ish']",0.0,8.13e-06,"[18, 9, 27, 10, 32, 0, 0, 0]"
spotlight,"['S', 'P', 'AA', 'T', 'L', 'AY', 'T']","['spot', 'light']","['spot', 'light']",0.0,7.94e-06,"[31, 29, 1, 33, 25, 6, 33, 0]"
mirrors,"['M', 'IH', 'R', 'ER', 'Z']","['mir', 'rors']","['mir', 'rors']",0.0,6.46e-06,"[26, 10, 30, 8, 38, 0, 0, 0]"
frankfurt,"['F', 'R', 'AE', 'NG', 'K', 'F', 'ER', 'T']","['frank', 'furt']","['frank', 'furt']",0.0,4.17e-06,"[20, 30, 2, 28, 24, 20, 8, 33]"
parcel,"['P', 'AA', 'R', 'S', 'AH', 'L']","['par', 'cel']","['par', 'cel']",0.0,4.68e-06,"[29, 1, 30, 31, 3, 25, 0, 0]"
spokesman,"['S', 'P', 'OW', 'K', 'S', 'M', 'AH', 'N']","['spokes', 'man']","['spokes', 'man']",0.0,6.17e-06,"[31, 29, 12, 24, 31, 26, 3, 27]"
roommates,"['R', 'UW', 'M', 'EY', 'T', 'S']","['room', 'mates']","['room', 'mates']",0.0,2.45e-06,"[30, 15, 26, 9, 33, 31, 0, 0]"
salmon,"['S', 'AE', 'M', 'AH', 'N']","['sal', 'mon']","['sal', 'mon']",0.0,1.02e-05,"[31, 2, 26, 3, 27, 0, 0, 0]"
passport,"['P', 'AE', 'S', 'P', 'AO', 'R', 'T']","['pass', 'port']","['pass', 'port']",0.0,1.12e-05,"[29, 2, 31, 29, 4, 30, 33, 0]"
rabbit,"['R', 'AE', 'B', 'AH', 'T']","['rab', 'bit']","['rab', 'bit']",0.0,1.12e-05,"[30, 2, 16, 3, 33, 0, 0, 0]"
luxembourg,"['L', 'AH', 'K', 'S', 'AH', 'M', 'B', 'AO', 'R', 'G']","['lux', 'em', 'bourg']","['lux', 'em', 'bourg']",0.0,3.72e-06,"[25, 3, 24, 31, 3, 26, 16, 4]"
viewer,"['V', 'Y', 'UW', 'ER']","['view', 'er']","['view', 'er']",0.0,5.89e-06,"[35, 37, 15, 8, 0, 0, 0, 0]"
tuition,"['T', 'Y', 'UW', 'IH', 'SH', 'AH', 'N']","['tu', 'ition']","['tu', 'ition']",0.0,9.33e-06,"[33, 37, 15, 10, 32, 3, 27, 0]"
rebound,"['R', 'IY', 'B', 'AW', 'N', 'D']","['re', 'bound']","['re', 'bound']",0.0,3.39e-06,"[30, 11, 16, 5, 27, 18, 0, 0]"
offshore,"['AO', 'F', 'SH', 'AO', 'R']","['off', 'shore']","['off', 'shore']",0.0,8.13e-06,"[4, 20, 32, 4, 30, 0, 0, 0]"
exchanges,"['IH', 'K', 'S', 'CH', 'EY', 'N', 'JH', 'AH', 'Z']","['ex', 'changes']","['ex', 'changes']",0.0,8.91e-06,"[10, 24, 31, 17, 9, 27, 23, 3]"
samsung,"['S', 'AE', 'M', 'S', 'AH', 'NG']","['sam', 'sung']","['sam', 'sung']",0.0,1.32e-05,"[31, 2, 26, 31, 3, 28, 0, 0]"
statute,"['S', 'T', 'AE', 'CH', 'UW', 'T']","['stat', 'ute']","['stat', 'ute']",0.0,6.76e-06,"[31, 33, 2, 17, 15, 33, 0, 0]"
stockings,"['S', 'T', 'AA', 'K', 'IH', 'NG', 'Z']","['stock', 'ings']","['stock', 'ings']",0.0,2.95e-06,"[31, 33, 1, 24, 10, 28, 38, 0]"
stanford,"['S', 'T', 'AE', 'N', 'F', 'ER', 'D']","['stan', 'ford']","['stan', 'ford']",0.0,9.55e-06,"[31, 33, 2, 27, 20, 8, 18, 0]"
sunshine,"['S', 'AH', 'N', 'SH', 'AY', 'N']","['sun', 'shine']","['sun', 'shine']",0.0,1.45e-05,"[31, 3, 27, 32, 6, 27, 0, 0]"
madrid,"['M', 'AH', 'D', 'R', 'IH', 'D']","['mad', 'rid']","['mad', 'rid']",0.0,2e-05,"[26, 3, 18, 30, 10, 18, 0, 0]"
hacker,"['HH', 'AE', 'K', 'ER']","['hack', 'er']","['hack', 'er']",0.0,4.68e-06,"[22, 2, 24, 8, 0, 0, 0, 0]"
israel,"['IH', 'Z', 'R', 'IY', 'AH', 'L']","['is', 'rael']","['is', 'rael']",0.0,5.89e-05,"[10, 38, 30, 11, 3, 25, 0, 0]"
harley,"['HH', 'AA', 'R', 'L', 'IY']","['har', 'ley']","['har', 'ley']",0.0,5.25e-06,"[22, 1, 30, 25, 11, 0, 0, 0]"
inquire,"['IH', 'N', 'K', 'W', 'AY', 'R']","['in', 'quire']","['in', 'quire']",0.0,2.4e-06,"[10, 27, 24, 36, 6, 30, 0, 0]"
viral,"['V', 'AY', 'R', 'AH', 'L']","['vir', 'al']","['vir', 'al']",0.0,1.2e-05,"[35, 6, 30, 3, 25, 0, 0, 0]"
hardcore,"['HH', 'AA', 'R', 'D', 'K', 'AO', 'R']","['hard', 'core']","['hard', 'core']",0.0,9.33e-06,"[22, 1, 30, 18, 24, 4, 30, 0]"
kingston,"['K', 'IH', 'NG', 'S', 'T', 'AH', 'N']","['king', 'ston']","['king', 'ston']",0.0,5.5e-06,"[24, 10, 28, 31, 33, 3, 27, 0]"
weekends,"['W', 'IY', 'K', 'EH', 'N', 'D', 'Z']","['week', 'ends']","['week', 'ends']",0.0,1.12e-05,"[36, 11, 24, 7, 27, 18, 38, 0]"
arabic,"['AE', 'R', 'AH', 'B', 'IH', 'K']","['ar', 'ab', 'ic']","['ar', 'ab', 'ic']",0.0,1.07e-05,"[2, 30, 3, 16, 10, 24, 0, 0]"
monkey,"['M', 'AH', 'NG', 'K', 'IY']","['mon', 'key']","['mon', 'key']",0.0,1.17e-05,"[26, 3, 28, 24, 11, 0, 0, 0]"
mercury,"['M', 'ER', 'K', 'Y', 'ER', 'IY']","['mer', 'cury']","['mer', 'cury']",0.0,1.05e-05,"[26, 8, 24, 37, 8, 11, 0, 0]"
westminster,"['W', 'EH', 'S', 'T', 'M', 'IH', 'N', 'S', 'T', 'ER']","['west', 'min', 'ster']","['west', 'min', 'ster']",0.0,1e-05,"[36, 7, 31, 33, 26, 10, 27, 31]"
playback,"['P', 'L', 'EY', 'B', 'AE', 'K']","['play', 'back']","['play', 'back']",0.0,2.14e-06,"[29, 25, 9, 16, 2, 24, 0, 0]"
paintball,"['P', 'EY', 'N', 'T', 'B', 'AA', 'L']","['paint', 'ball']","['paint', 'ball']",0.0,1.07e-06,"[29, 9, 27, 33, 16, 1, 25, 0]"
kidney,"['K', 'IH', 'D', 'N', 'IY']","['kid', 'ney']","['kid', 'ney']",0.0,1.07e-05,"[24, 10, 18, 27, 11, 0, 0, 0]"
playboy,"['P', 'L', 'EY', 'B', 'OY']","['play', 'boy']","['play', 'boy']",0.0,3.63e-06,"[29, 25, 9, 16, 13, 0, 0, 0]"
seafood,"['S', 'IY', 'F', 'UW', 'D']","['sea', 'food']","['sea', 'food']",0.0,4.47e-06,"[31, 11, 20, 15, 18, 0, 0, 0]"
serbia,"['S', 'ER', 'B', 'IY', 'AH']","['ser', 'bia']","['ser', 'bia']",0.0,5.13e-06,"[31, 8, 16, 11, 3, 0, 0, 0]"
marking,"['M', 'AA', 'R', 'K', 'IH', 'NG']","['mark', 'ing']","['mark', 'ing']",0.0,8.91e-06,"[26, 1, 30, 24, 10, 28, 0, 0]"
oxide,"['AA', 'K', 'S', 'AY', 'D']","['ox', 'ide']","['ox', 'ide']",0.0,4.57e-06,"[1, 24, 31, 6, 18, 0, 0, 0]"
thumbnail,"['TH', 'AH', 'M', 'N', 'EY', 'L']","['thumb', 'nail']","['thumb', 'nail']",0.0,1.74e-06,"[34, 3, 26, 27, 9, 25, 0, 0]"
crawford,"['K', 'R', 'AO', 'F', 'ER', 'D']","['craw', 'ford']","['craw', 'ford']",0.0,6.92e-06,"[24, 30, 4, 20, 8, 18, 0, 0]"
trainers,"['T', 'R', 'EY', 'N', 'ER', 'Z']","['train', 'ers']","['train', 'ers']",0.0,5.25e-06,"[33, 30, 9, 27, 8, 38, 0, 0]"
scenic,"['S', 'IY', 'N', 'IH', 'K']","['scen', 'ic']","['scen', 'ic']",0.0,4.68e-06,"[31, 11, 27, 10, 24, 0, 0, 0]"
latin,"['L', 'AE', 'T', 'AH', 'N']","['lat', 'in']","['lat', 'in']",0.0,3.02e-05,"[25, 2, 33, 3, 27, 0, 0, 0]"
bondage,"['B', 'AA', 'N', 'D', 'IH', 'JH']","['bond', 'age']","['bond', 'age']",0.0,2.88e-06,"[16, 1, 27, 18, 10, 23, 0, 0]"
newsletters,"['N', 'UW', 'Z', 'L', 'EH', 'T', 'ER', 'Z']","['news', 'let', 'ters']","['news', 'let', 'ters']",0.0,8.71e-07,"[27, 15, 38, 25, 7, 33, 8, 38]"
tourism,"['T', 'UH', 'R', 'IH', 'Z', 'AH', 'M']","['tour', 'ism']","['tour', 'ism']",0.0,1.91e-05,"[33, 14, 30, 10, 38, 3, 26, 0]"
senate,"['S', 'EH', 'N', 'AH', 'T']","['sen', 'ate']","['sen', 'ate']",0.0,6.31e-05,"[31, 7, 27, 3, 33, 0, 0, 0]"
headlines,"['HH', 'EH', 'D', 'L', 'AY', 'N', 'Z']","['head', 'lines']","['head', 'lines']",0.0,8.13e-06,"[22, 7, 18, 25, 6, 27, 38, 0]"
jackson,"['JH', 'AE', 'K', 'S', 'AH', 'N']","['jack', 'son']","['jack', 'son']",0.0,3.8e-05,"[23, 2, 24, 31, 3, 27, 0, 0]"
garcia,"['G', 'AA', 'R', 'S', 'IY', 'AH']","['gar', 'cia']","['gar', 'cia']",0.0,7.76e-06,"[21, 1, 30, 31, 11, 3, 0, 0]"
scheduling,"['S', 'K', 'EH', 'JH', 'UH', 'L', 'IH', 'NG']","['schedul', 'ing']","['schedul', 'ing']",0.0,4.9e-06,"[31, 24, 7, 23, 14, 25, 10, 28]"
powell,"['P', 'AW', 'AH', 'L']","['pow', 'ell']","['pow', 'ell']",0.0,7.76e-06,"[29, 5, 3, 25, 0, 0, 0, 0]"
liberia,"['L', 'AY', 'B', 'IH', 'R', 'IY', 'AH']","['liber', 'ia']","['liber', 'ia']",0.0,3.16e-06,"[25, 6, 16, 10, 30, 11, 3, 0]"
walnut,"['W', 'AO', 'L', 'N', 'AH', 'T']","['wal', 'nut']","['wal', 'nut']",0.0,3.63e-06,"[36, 4, 25, 27, 3, 33, 0, 0]"
vitamins,"['V', 'AY', 'T', 'AH', 'M', 'AH', 'N', 'Z']","['vit', 'am', 'ins']","['vit', 'am', 'ins']",0.0,3.89e-06,"[35, 6, 33, 3, 26, 3, 27, 38]"
openings,"['OW', 'P', 'AH', 'N', 'IH', 'NG', 'Z']","['open', 'ings']","['open', 'ings']",0.0,5.13e-06,"[12, 29, 3, 27, 10, 28, 38, 0]"
annotated,"['AE', 'N', 'AH', 'T', 'EY', 'T', 'IH', 'D']","['an', 'not', 'ated']","['an', 'not', 'ated']",0.0,1.91e-06,"[2, 27, 3, 33, 9, 33, 10, 18]"
pottery,"['P', 'AA', 'T', 'ER', 'IY']","['pot', 'tery']","['pot', 'tery']",0.0,5.01e-06,"[29, 1, 33, 8, 11, 0, 0, 0]"
richmond,"['R', 'IH', 'CH', 'M', 'AH', 'N', 'D']","['rich', 'mond']","['rich', 'mond']",0.0,1.32e-05,"[30, 10, 17, 26, 3, 27, 18, 0]"
handbook,"['HH', 'AE', 'N', 'D', 'B', 'UH', 'K']","['hand', 'book']","['hand', 'book']",0.0,7.24e-06,"[22, 2, 27, 18, 16, 14, 24, 0]"
enlarge,"['EH', 'N', 'L', 'AA', 'R', 'JH']","['en', 'large']","['en', 'large']",0.0,1.58e-06,"[7, 27, 25, 1, 30, 23, 0, 0]"
corpus,"['K', 'AO', 'R', 'P', 'AH', 'S']","['cor', 'pus']","['cor', 'pus']",0.0,4.37e-06,"[24, 4, 30, 29, 3, 31, 0, 0]"
textbook,"['T', 'EH', 'K', 'S', 'T', 'B', 'UH', 'K']","['text', 'book']","['text', 'book']",0.0,5.89e-06,"[33, 7, 24, 31, 33, 16, 14, 24]"
hearings,"['HH', 'IY', 'R', 'IH', 'NG', 'Z']","['hear', 'ings']","['hear', 'ings']",0.0,6.17e-06,"[22, 11, 30, 10, 28, 38, 0, 0]"
batman,"['B', 'AE', 'T', 'M', 'AE', 'N']","['bat', 'man']","['bat', 'man']",0.0,1.66e-05,"[16, 2, 33, 26, 2, 27, 0, 0]"
gazette,"['G', 'AH', 'Z', 'EH', 'T']","['gaz', 'ette']","['gaz', 'ette']",0.0,4.07e-06,"[21, 3, 38, 7, 33, 0, 0, 0]"
stanley,"['S', 'T', 'AE', 'N', 'L', 'IY']","['stan', 'ley']","['stan', 'ley']",0.0,1.55e-05,"[31, 33, 2, 27, 25, 11, 0, 0]"
routing,"['R', 'AW', 'T', 'IH', 'NG']","['rout', 'ing']","['rout', 'ing']",0.0,3.55e-06,"[30, 5, 33, 10, 28, 0, 0, 0]"
monroe,"['M', 'AH', 'N', 'R', 'OW']","['mon', 'roe']","['mon', 'roe']",0.0,7.76e-06,"[26, 3, 27, 30, 12, 0, 0, 0]"
railroad,"['R', 'EY', 'L', 'R', 'OW', 'D']","['rail', 'road']","['rail', 'road']",0.0,2.09e-05,"[30, 9, 25, 30, 12, 18, 0, 0]"
monica,"['M', 'AA', 'N', 'IH', 'K', 'AH']","['mon', 'ica']","['mon', 'ica']",0.0,9.12e-06,"[26, 1, 27, 10, 24, 3, 0, 0]"
montgomery,"['M', 'AA', 'N', 'T', 'G', 'AH', 'M', 'R', 'IY']","['mont', 'gomery']","['mont', 'gomery']",0.0,8.32e-06,"[26, 1, 27, 33, 21, 3, 26, 30]"
rogers,"['R', 'AA', 'JH', 'ER', 'Z']","['ro', 'gers']","['ro', 'gers']",0.0,1.23e-05,"[30, 1, 23, 8, 38, 0, 0, 0]"
bouquet,"['B', 'UW', 'K', 'EY']","['bou', 'quet']","['bou', 'quet']",0.0,2.57e-06,"[16, 15, 24, 9, 0, 0, 0, 0]"
polymer,"['P', 'AA', 'L', 'AH', 'M', 'ER']","['poly', 'mer']","['poly', 'mer']",0.0,4.37e-06,"[29, 1, 25, 3, 26, 8, 0, 0]"
fabrics,"['F', 'AE', 'B', 'R', 'IH', 'K', 'S']","['fab', 'rics']","['fab', 'rics']",0.0,3.8e-06,"[20, 2, 16, 30, 10, 24, 31, 0]"
browsing,"['B', 'R', 'AW', 'Z', 'IH', 'NG']","['brows', 'ing']","['brows', 'ing']",0.0,3.98e-06,"[16, 30, 5, 38, 10, 28, 0, 0]"
leone,"['L', 'IY', 'OW', 'N']","['le', 'one']","['le', 'one']",0.0,4.37e-06,"[25, 11, 12, 27, 0, 0, 0, 0]"
cornwall,"['K', 'AO', 'R', 'N', 'W', 'AO', 'L']","['corn', 'wall']","['corn', 'wall']",0.0,5.89e-06,"[24, 4, 30, 27, 36, 4, 25, 0]"
algeria,"['AE', 'L', 'JH', 'IH', 'R', 'IY', 'AH']","['al', 'ger', 'ia']","['al', 'ger', 'ia']",0.0,4.17e-06,"[2, 25, 23, 10, 30, 11, 3, 0]"
postcards,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D', 'Z']","['post', 'cards']","['post', 'cards']",0.0,1.91e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
postings,"['P', 'OW', 'S', 'T', 'IH', 'NG', 'Z']","['post', 'ings']","['post', 'ings']",0.0,1.38e-06,"[29, 12, 31, 33, 10, 28, 38, 0]"
checklist,"['CH', 'EH', 'K', 'L', 'IH', 'S', 'T']","['check', 'list']","['check', 'list']",0.0,2.82e-06,"[17, 7, 24, 25, 10, 31, 33, 0]"
thereof,"['DH', 'EH', 'R', 'AH', 'V']","['there', 'of']","['there', 'of']",0.0,5.5e-06,"[19, 7, 30, 3, 35, 0, 0, 0]"
touring,"['T', 'UH', 'R', 'IH', 'NG']","['tour', 'ing']","['tour', 'ing']",0.0,7.76e-06,"[33, 14, 30, 10, 28, 0, 0, 0]"
showcase,"['SH', 'OW', 'K', 'EY', 'S']","['show', 'case']","['show', 'case']",0.0,8.32e-06,"[32, 12, 24, 9, 31, 0, 0, 0]"
cosmetics,"['K', 'AA', 'Z', 'M', 'EH', 'T', 'IH', 'K', 'S']","['cos', 'met', 'ics']","['cos', 'met', 'ics']",0.0,4.68e-06,"[24, 1, 38, 26, 7, 33, 10, 24]"
sucking,"['S', 'AH', 'K', 'IH', 'NG']","['suck', 'ing']","['suck', 'ing']",0.0,7.59e-06,"[31, 3, 24, 10, 28, 0, 0, 0]"
turner,"['T', 'ER', 'N', 'ER']","['turn', 'er']","['turn', 'er']",0.0,1.55e-05,"[33, 8, 27, 8, 0, 0, 0, 0]"
starring,"['S', 'T', 'AA', 'R', 'IH', 'NG']","['star', 'ring']","['star', 'ring']",0.0,1.2e-05,"[31, 33, 1, 30, 10, 28, 0, 0]"
marriott,"['M', 'EH', 'R', 'IY', 'AH', 'T']","['mar', 'ri', 'ott']","['mar', 'ri', 'ott']",0.0,2.24e-06,"[26, 7, 30, 11, 3, 33, 0, 0]"
checkout,"['CH', 'EH', 'K', 'AW', 'T']","['check', 'out']","['check', 'out']",0.0,4.37e-06,"[17, 7, 24, 5, 33, 0, 0, 0]"
readings,"['R', 'EH', 'D', 'IH', 'NG', 'Z']","['read', 'ings']","['read', 'ings']",0.0,7.08e-06,"[30, 7, 18, 10, 28, 38, 0, 0]"
chronicles,"['K', 'R', 'AA', 'N', 'IH', 'K', 'AH', 'L', 'Z']","['chron', 'icles']","['chron', 'icles']",0.0,4.37e-06,"[24, 30, 1, 27, 10, 24, 3, 25]"
bedding,"['B', 'EH', 'D', 'IH', 'NG']","['bed', 'ding']","['bed', 'ding']",0.0,2.51e-06,"[16, 7, 18, 10, 28, 0, 0, 0]"
deferred,"['D', 'IH', 'F', 'ER', 'D']","['de', 'ferred']","['de', 'ferred']",0.0,3.47e-06,"[18, 10, 20, 8, 18, 0, 0, 0]"
patents,"['P', 'AE', 'T', 'AH', 'N', 'T', 'S']","['pat', 'ents']","['pat', 'ents']",0.0,5.89e-06,"[29, 2, 33, 3, 27, 33, 31, 0]"
ashley,"['AE', 'SH', 'L', 'IY']","['ash', 'ley']","['ash', 'ley']",0.0,1.29e-05,"[2, 32, 25, 11, 0, 0, 0, 0]"
stickers,"['S', 'T', 'IH', 'K', 'ER', 'Z']","['stick', 'ers']","['stick', 'ers']",0.0,4.9e-06,"[31, 33, 10, 24, 8, 38, 0, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['sam', 'oa']",0.0,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
caroline,"['K', 'EH', 'R', 'AH', 'L', 'AY', 'N']","['car', 'oline']","['car', 'oline']",0.0,1.02e-05,"[24, 7, 30, 3, 25, 6, 27, 0]"
holdings,"['HH', 'OW', 'L', 'D', 'IH', 'NG', 'Z']","['hold', 'ings']","['hold', 'ings']",0.0,1e-05,"[22, 12, 25, 18, 10, 28, 38, 0]"
