word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
syracuse,"['S', 'IH', 'R', 'AH', 'K', 'Y', 'UW', 'Z']","['syra', 'cuse']","['s', 'yr', 'ac', 'use']",0.5,4.17e-06,"[31, 10, 30, 3, 24, 37, 15, 38]"
medieval,"['M', 'IH', 'D', 'IY', 'V', 'AH', 'L']","['me', 'di', 'ev', 'al']","['med', 'ieval']",0.5,1.12e-05,"[26, 10, 18, 11, 35, 3, 25, 0]"
surrey,"['S', 'ER', 'IY']","['sur', 'rey']","['s', 'urre', 'y']",0.5,5.89e-06,"[31, 8, 11, 0, 0, 0, 0, 0]"
oregon,"['AO', 'R', 'AH', 'G', 'AH', 'N']","['ore', 'gon']","['or', 'eg', 'on']",0.5,2e-05,"[4, 30, 3, 21, 3, 27, 0, 0]"
honduras,"['HH', 'AA', 'N', 'D', 'UH', 'R', 'AH', 'S']","['hon', 'dur', 'as']","['h', 'ond', 'uras']",0.5,3.98e-06,"[22, 1, 27, 18, 14, 30, 3, 31]"
cambodia,"['K', 'AE', 'M', 'B', 'OW', 'D', 'IY', 'AH']","['cam', 'bod', 'ia']","['c', 'amb', 'odia']",0.5,5.13e-06,"[24, 2, 26, 16, 12, 18, 11, 3]"
surgical,"['S', 'ER', 'JH', 'IH', 'K', 'AH', 'L']","['sur', 'gic', 'al']","['s', 'urg', 'ical']",0.5,1.12e-05,"[31, 8, 23, 10, 24, 3, 25, 0]"
boston,"['B', 'AA', 'S', 'T', 'AH', 'N']","['bo', 'ston']","['b', 'ost', 'on']",0.5,4.68e-05,"[16, 1, 31, 33, 3, 27, 0, 0]"
hypothesis,"['HH', 'AY', 'P', 'AA', 'TH', 'AH', 'S', 'AH', 'S']","['hy', 'po', 'thes', 'is']","['h', 'ypoth', 'esis']",0.5,7.41e-06,"[22, 6, 29, 1, 34, 3, 31, 3]"
imperial,"['IH', 'M', 'P', 'IH', 'R', 'IY', 'AH', 'L']","['im', 'per', 'i', 'al']","['imp', 'erial']",0.5,1.62e-05,"[10, 26, 29, 10, 30, 11, 3, 25]"
pillow,"['P', 'IH', 'L', 'OW']","['pil', 'low']","['p', 'ill', 'ow']",0.5,9.12e-06,"[29, 10, 25, 12, 0, 0, 0, 0]"
easier,"['IY', 'Z', 'IY', 'ER']","['easi', 'er']","['e', 'as', 'ier']",0.5,5.75e-05,"[11, 38, 11, 8, 0, 0, 0, 0]"
dramatic,"['D', 'R', 'AH', 'M', 'AE', 'T', 'IH', 'K']","['dra', 'mat', 'ic']","['dr', 'am', 'atic']",0.5,2.57e-05,"[18, 30, 3, 26, 2, 33, 10, 24]"
bias,"['B', 'AY', 'AH', 'S']","['bi', 'as']","['b', 'ias']",0.5,1.51e-05,"[16, 6, 3, 31, 0, 0, 0, 0]"
focusing,"['F', 'OW', 'K', 'AH', 'S', 'IH', 'NG']","['fo', 'cus', 'ing']","['f', 'oc', 'using']",0.5,1.78e-05,"[20, 12, 24, 3, 31, 10, 28, 0]"
colonial,"['K', 'AH', 'L', 'OW', 'N', 'IY', 'AH', 'L']","['co', 'lo', 'ni', 'al']","['col', 'onial']",0.5,1.48e-05,"[24, 3, 25, 12, 27, 11, 3, 25]"
pursue,"['P', 'ER', 'S', 'UW']","['pur', 'sue']","['p', 'urs', 'ue']",0.5,1.82e-05,"[29, 8, 31, 15, 0, 0, 0, 0]"
eugene,"['Y', 'UW', 'JH', 'IY', 'N']","['eu', 'gene']","['e', 'ug', 'ene']",0.5,6.31e-06,"[37, 15, 23, 11, 27, 0, 0, 0]"
suzuki,"['S', 'AH', 'Z', 'UW', 'K', 'IY']","['su', 'zuki']","['s', 'uz', 'uki']",0.5,2.69e-06,"[31, 3, 38, 15, 24, 11, 0, 0]"
aboriginal,"['AE', 'B', 'ER', 'IH', 'JH', 'AH', 'N', 'AH', 'L']","['ab', 'ori', 'gin', 'al']","['abor', 'ig', 'inal']",0.5,6.03e-06,"[2, 16, 8, 10, 23, 3, 27, 3]"
dublin,"['D', 'AH', 'B', 'L', 'IH', 'N']","['dub', 'lin']","['d', 'ubl', 'in']",0.5,1.2e-05,"[18, 3, 16, 25, 10, 27, 0, 0]"
junior,"['JH', 'UW', 'N', 'Y', 'ER']","['ju', 'ni', 'or']","['jun', 'ior']",0.5,3.09e-05,"[23, 15, 27, 37, 8, 0, 0, 0]"
median,"['M', 'IY', 'D', 'IY', 'AH', 'N']","['me', 'di', 'an']","['med', 'ian']",0.5,1.12e-05,"[26, 11, 18, 11, 3, 27, 0, 0]"
championships,"['CH', 'AE', 'M', 'P', 'IY', 'AH', 'N', 'SH', 'IH', 'P', 'S']","['cham', 'pi', 'on', 'ships']","['champ', 'ions', 'hip', 's']",0.46153846153846156,1.07e-05,"[17, 2, 26, 29, 11, 3, 27, 32]"
architectural,"['AA', 'R', 'K', 'AH', 'T', 'EH', 'K', 'CH', 'ER', 'AH', 'L']","['ar', 'chi', 'tec', 'tur', 'al']","['arch', 'itect', 'ural']",0.46153846153846156,9.12e-06,"[1, 30, 24, 3, 33, 7, 24, 17]"
semiconductor,"['S', 'EH', 'M', 'IY', 'K', 'AH', 'N', 'D', 'AH', 'K', 'T', 'ER']","['semi', 'con', 'duct', 'or']","['sem', 'ic', 'ond', 'uctor']",0.46153846153846156,3.39e-06,"[31, 7, 26, 11, 24, 3, 27, 18]"
reliability,"['R', 'IY', 'L', 'AY', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']","['re', 'li', 'ab', 'il', 'ity']","['rel', 'iability']",0.45454545454545453,8.32e-06,"[30, 11, 25, 6, 3, 16, 10, 25]"
magnificent,"['M', 'AE', 'G', 'N', 'IH', 'F', 'AH', 'S', 'AH', 'N', 'T']","['mag', 'ni', 'fi', 'cent']","['magn', 'ific', 'ent']",0.45454545454545453,1.1e-05,"[26, 2, 21, 27, 10, 20, 3, 31]"
legislation,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'SH', 'AH', 'N']","['le', 'gis', 'la', 'tion']","['leg', 'isl', 'ation']",0.45454545454545453,3.55e-05,"[25, 7, 23, 3, 31, 25, 9, 32]"
individuals,"['IH', 'N', 'D', 'AH', 'V', 'IH', 'JH', 'AH', 'W', 'AH', 'L', 'Z']","['in', 'di', 'vidu', 'als']","['ind', 'ivid', 'uals']",0.45454545454545453,6.46e-05,"[10, 27, 18, 3, 35, 10, 23, 3]"
supervisors,"['S', 'UW', 'P', 'ER', 'V', 'AY', 'Z', 'ER', 'Z']","['su', 'per', 'visors']","['sup', 'erv', 'is', 'ors']",0.45454545454545453,3.72e-06,"[31, 15, 29, 8, 35, 6, 38, 8]"
celebration,"['S', 'EH', 'L', 'AH', 'B', 'R', 'EY', 'SH', 'AH', 'N']","['cel', 'eb', 'ra', 'tion']","['cele', 'br', 'ation']",0.45454545454545453,1.95e-05,"[31, 7, 25, 3, 16, 30, 9, 32]"
spectacular,"['S', 'P', 'EH', 'K', 'T', 'AE', 'K', 'Y', 'AH', 'L', 'ER']","['spec', 'tac', 'u', 'lar']","['sp', 'ect', 'acular']",0.45454545454545453,1.15e-05,"[31, 29, 7, 24, 33, 2, 24, 37]"
syndication,"['S', 'IH', 'N', 'D', 'IH', 'K', 'EY', 'SH', 'AH', 'N']","['syn', 'dic', 'a', 'tion']","['sy', 'nd', 'ication']",0.45454545454545453,6.31e-07,"[31, 10, 27, 18, 10, 24, 9, 32]"
challenging,"['CH', 'AE', 'L', 'AH', 'N', 'JH', 'IH', 'NG']","['chal', 'len', 'ging']","['ch', 'all', 'eng', 'ing']",0.45454545454545453,1.86e-05,"[17, 2, 25, 3, 27, 23, 10, 28]"
supervision,"['S', 'UW', 'P', 'ER', 'V', 'IH', 'ZH', 'AH', 'N']","['su', 'per', 'vi', 'sion']","['sup', 'erv', 'ision']",0.45454545454545453,8.71e-06,"[31, 15, 29, 8, 35, 10, 39, 3]"
legislative,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'T', 'IH', 'V']","['le', 'gis', 'lat', 'ive']","['leg', 'isl', 'ative']",0.45454545454545453,2.09e-05,"[25, 7, 23, 3, 31, 25, 9, 33]"
nutritional,"['N', 'UW', 'T', 'R', 'IH', 'SH', 'AH', 'N', 'AH', 'L']","['nu', 'tri', 'tion', 'al']","['nut', 'rit', 'ional']",0.45454545454545453,4.37e-06,"[27, 15, 33, 30, 10, 32, 3, 27]"
cholesterol,"['K', 'AH', 'L', 'EH', 'S', 'T', 'ER', 'AO', 'L']","['cho', 'les', 'ter', 'ol']","['ch', 'ol', 'esterol']",0.45454545454545453,5.25e-06,"[24, 3, 25, 7, 31, 33, 8, 4]"
inexpensive,"['IH', 'N', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'IH', 'V']","['in', 'ex', 'pens', 'ive']","['ine', 'xp', 'ensive']",0.45454545454545453,3.72e-06,"[10, 27, 10, 24, 31, 29, 7, 27]"
personnel,"['P', 'ER', 'S', 'AH', 'N', 'EH', 'L']","['per', 'son', 'nel']","['pers', 'onn', 'el']",0.4444444444444444,3.63e-05,"[29, 8, 31, 3, 27, 7, 25, 0]"
celebrate,"['S', 'EH', 'L', 'AH', 'B', 'R', 'EY', 'T']","['cel', 'eb', 'rate']","['cele', 'br', 'ate']",0.4444444444444444,3.09e-05,"[31, 7, 25, 3, 16, 30, 9, 33]"
materials,"['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'Z']","['ma', 'ter', 'i', 'als']","['m', 'aterials']",0.4444444444444444,6.03e-05,"[26, 3, 33, 10, 30, 11, 3, 25]"
fingering,"['F', 'IH', 'NG', 'G', 'ER', 'IH', 'NG']","['fin', 'ger', 'ing']","['f', 'ing', 'ering']",0.4444444444444444,1.07e-06,"[20, 10, 28, 21, 8, 10, 28, 0]"
syndicate,"['S', 'IH', 'N', 'D', 'IH', 'K', 'AH', 'T']","['syn', 'dic', 'ate']","['sy', 'nd', 'icate']",0.4444444444444444,3.24e-06,"[31, 10, 27, 18, 10, 24, 3, 33]"
satisfied,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'D']","['sat', 'is', 'fied']","['s', 'atisf', 'ied']",0.4444444444444444,1.91e-05,"[31, 2, 33, 3, 31, 20, 6, 18]"
amplifier,"['AE', 'M', 'P', 'L', 'AH', 'F', 'AY', 'ER']","['amp', 'li', 'fi', 'er']","['ampl', 'ifier']",0.4444444444444444,2.82e-06,"[2, 26, 29, 25, 3, 20, 6, 8]"
fantastic,"['F', 'AE', 'N', 'T', 'AE', 'S', 'T', 'IH', 'K']","['fant', 'ast', 'ic']","['f', 'antas', 'tic']",0.4444444444444444,5.13e-05,"[20, 2, 27, 33, 2, 31, 33, 10]"
henderson,"['HH', 'EH', 'N', 'D', 'ER', 'S', 'AH', 'N']","['hende', 'r', 'son']","['h', 'end', 'erson']",0.4444444444444444,8.51e-06,"[22, 7, 27, 18, 8, 31, 3, 27]"
municipal,"['M', 'Y', 'UW', 'N', 'IH', 'S', 'AH', 'P', 'AH', 'L']","['mu', 'ni', 'cip', 'al']","['m', 'unicipal']",0.4444444444444444,1.74e-05,"[26, 37, 15, 27, 10, 31, 3, 29]"
numerical,"['N', 'UW', 'M', 'EH', 'R', 'AH', 'K', 'AH', 'L']","['nu', 'mer', 'ic', 'al']","['num', 'erical']",0.4444444444444444,4.47e-06,"[27, 15, 26, 7, 30, 3, 24, 3]"
attorneys,"['AH', 'T', 'ER', 'N', 'IY', 'Z']","['at', 'tor', 'neys']","['att', 'orne', 'ys']",0.4444444444444444,1.02e-05,"[3, 33, 8, 27, 11, 38, 0, 0]"
suffering,"['S', 'AH', 'F', 'ER', 'IH', 'NG']","['suf', 'fer', 'ing']","['s', 'uff', 'ering']",0.4444444444444444,3.39e-05,"[31, 3, 20, 8, 10, 28, 0, 0]"
suggested,"['S', 'AH', 'G', 'JH', 'EH', 'S', 'T', 'AH', 'D']","['sug', 'ges', 'ted']","['s', 'ugg', 'ested']",0.4444444444444444,4.79e-05,"[31, 3, 21, 23, 7, 31, 33, 3]"
jefferson,"['JH', 'EH', 'F', 'ER', 'S', 'AH', 'N']","['jef', 'fer', 'son']","['je', 'ff', 'erson']",0.4444444444444444,1e-05,"[23, 7, 20, 8, 31, 3, 27, 0]"
wondering,"['W', 'AH', 'N', 'D', 'ER', 'IH', 'NG']","['won', 'der', 'ing']","['w', 'ond', 'ering']",0.4444444444444444,3.39e-05,"[36, 3, 27, 18, 8, 10, 28, 0]"
bulgarian,"['B', 'AH', 'L', 'G', 'EH', 'R', 'IY', 'AH', 'N']","['bul', 'gari', 'an']","['b', 'ulg', 'arian']",0.4444444444444444,6.46e-06,"[16, 3, 25, 21, 7, 30, 11, 3]"
happening,"['HH', 'AE', 'P', 'AH', 'N', 'IH', 'NG']","['hap', 'pen', 'ing']","['h', 'app', 'ening']",0.4444444444444444,6.31e-05,"[22, 2, 29, 3, 27, 10, 28, 0]"
watershed,"['W', 'AO', 'T', 'ER', 'SH', 'EH', 'D']","['wa', 'ter', 'shed']","['wat', 'ersh', 'ed']",0.4444444444444444,3.39e-06,"[36, 4, 33, 8, 32, 7, 18, 0]"
volunteer,"['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']","['vo', 'lun', 'teer']","['vol', 'unte', 'er']",0.4444444444444444,1.91e-05,"[35, 1, 25, 3, 27, 33, 10, 30]"
recycling,"['R', 'IY', 'S', 'AY', 'K', 'AH', 'L', 'IH', 'NG']","['re', 'cyc', 'ling']","['rec', 'ycl', 'ing']",0.4444444444444444,5.75e-06,"[30, 11, 31, 6, 24, 3, 25, 10]"
tutorials,"['T', 'UW', 'T', 'AO', 'R', 'IY', 'AH', 'L', 'Z']","['tu', 'tori', 'als']","['t', 'utorial', 's']",0.4444444444444444,2.88e-06,"[33, 15, 33, 4, 30, 11, 3, 25]"
elevation,"['EH', 'L', 'AH', 'V', 'EY', 'SH', 'AH', 'N']","['el', 'ev', 'a', 'tion']","['ele', 'vation']",0.4444444444444444,7.94e-06,"[7, 25, 3, 35, 9, 32, 3, 27]"
maternity,"['M', 'AH', 'T', 'ER', 'N', 'IH', 'T', 'IY']","['ma', 'ter', 'nity']","['mat', 'ern', 'ity']",0.4444444444444444,4.57e-06,"[26, 3, 33, 8, 27, 10, 33, 11]"
synthetic,"['S', 'IH', 'N', 'TH', 'EH', 'T', 'IH', 'K']","['syn', 'thet', 'ic']","['s', 'ynth', 'etic']",0.4444444444444444,8.91e-06,"[31, 10, 27, 34, 7, 33, 10, 24]"
liability,"['L', 'AY', 'AH', 'B', 'IH', 'L', 'IH', 'T', 'IY']","['li', 'ab', 'il', 'ity']","['l', 'iability']",0.4444444444444444,1.45e-05,"[25, 6, 3, 16, 10, 25, 10, 33]"
cognitive,"['K', 'AA', 'G', 'N', 'IH', 'T', 'IH', 'V']","['cog', 'nit', 'ive']","['c', 'ogn', 'itive']",0.4444444444444444,1.29e-05,"[24, 1, 21, 27, 10, 33, 10, 35]"
happiness,"['HH', 'AE', 'P', 'IY', 'N', 'AH', 'S']","['hap', 'pi', 'ness']","['h', 'app', 'iness']",0.4444444444444444,2.75e-05,"[22, 2, 29, 11, 27, 3, 31, 0]"
narrative,"['N', 'AE', 'R', 'AH', 'T', 'IH', 'V']","['nar', 'rat', 'ive']","['n', 'arr', 'ative']",0.4444444444444444,2.45e-05,"[27, 2, 30, 3, 33, 10, 35, 0]"
protocols,"['P', 'R', 'OW', 'T', 'AH', 'K', 'AO', 'L', 'Z']","['pro', 'to', 'cols']","['prot', 'oc', 'ols']",0.4444444444444444,5.75e-06,"[29, 30, 12, 33, 3, 24, 4, 25]"
cleveland,"['K', 'L', 'IY', 'V', 'L', 'AH', 'N', 'D']","['clev', 'e', 'land']","['cle', 'vel', 'and']",0.4444444444444444,1.86e-05,"[24, 25, 11, 35, 25, 3, 27, 18]"
sacrifice,"['S', 'AE', 'K', 'R', 'AH', 'F', 'AY', 'S']","['sac', 'ri', 'fice']","['s', 'acr', 'ifice']",0.4444444444444444,1.95e-05,"[31, 2, 24, 30, 3, 20, 6, 31]"
genetic,"['JH', 'AH', 'N', 'EH', 'T', 'IH', 'K']","['ge', 'net', 'ic']","['gen', 'etic']",0.42857142857142855,2.19e-05,"[23, 3, 27, 7, 33, 10, 24, 0]"
existed,"['IH', 'G', 'Z', 'IH', 'S', 'T', 'AH', 'D']","['ex', 'is', 'ted']","['exist', 'ed']",0.42857142857142855,1.95e-05,"[10, 21, 38, 10, 31, 33, 3, 18]"
hormone,"['HH', 'AO', 'R', 'M', 'OW', 'N']","['hor', 'mone']","['h', 'orm', 'one']",0.42857142857142855,6.61e-06,"[22, 4, 30, 26, 12, 27, 0, 0]"
bennett,"['B', 'EH', 'N', 'AH', 'T']","['ben', 'nett']","['b', 'enn', 'ett']",0.42857142857142855,1.07e-05,"[16, 7, 27, 3, 33, 0, 0, 0]"
belarus,"['B', 'EH', 'L', 'AA', 'R', 'AH', 'S']","['be', 'larus']","['b', 'elar', 'us']",0.42857142857142855,2.88e-06,"[16, 7, 25, 1, 30, 3, 31, 0]"
custody,"['K', 'AH', 'S', 'T', 'AH', 'D', 'IY']","['cus', 'tody']","['c', 'ust', 'ody']",0.42857142857142855,1.66e-05,"[24, 3, 31, 33, 3, 18, 11, 0]"
october,"['AA', 'K', 'T', 'OW', 'B', 'ER']","['oc', 'to', 'ber']","['oct', 'ober']",0.42857142857142855,0.000129,"[1, 24, 33, 12, 16, 8, 0, 0]"
cardiovascular,"['K', 'AA', 'R', 'D', 'IY', 'OW', 'V', 'AE', 'S', 'K', 'Y', 'AH', 'L', 'ER']","['car', 'di', 'ovas', 'cu', 'lar']","['card', 'io', 'vascular']",0.42857142857142855,4.79e-06,"[24, 1, 30, 18, 11, 12, 35, 2]"
happens,"['HH', 'AE', 'P', 'AH', 'N', 'Z']","['hap', 'pens']","['h', 'app', 'ens']",0.42857142857142855,9.12e-05,"[22, 2, 29, 3, 27, 38, 0, 0]"
baskets,"['B', 'AE', 'S', 'K', 'AH', 'T', 'S']","['bas', 'kets']","['b', 'ask', 'ets']",0.42857142857142855,2.82e-06,"[16, 2, 31, 24, 3, 33, 31, 0]"
warrior,"['W', 'AO', 'R', 'IY', 'ER']","['war', 'ri', 'or']","['w', 'arrior']",0.42857142857142855,1.45e-05,"[36, 4, 30, 11, 8, 0, 0, 0]"
russian,"['R', 'AH', 'SH', 'AH', 'N']","['rus', 'si', 'an']","['r', 'ussian']",0.42857142857142855,0.000102,"[30, 3, 32, 3, 27, 0, 0, 0]"
zealand,"['Z', 'IY', 'L', 'AH', 'N', 'D']","['zea', 'l', 'and']","['ze', 'aland']",0.42857142857142855,3.16e-05,"[38, 11, 25, 3, 27, 18, 0, 0]"
