word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
refinance,"['R', 'IY', 'F', 'AH', 'N', 'AE', 'N', 'S']","['re', 'fin', 'ance']","['ref', '##ina', '##nce']",0.4444444444444444,8.32e-07,"[30, 11, 20, 3, 27, 2, 27, 31]"
swaziland,"['S', 'W', 'AA', 'Z', 'IH', 'L', 'AH', 'N', 'D']","['swazi', 'l', 'and']","['sw', '##azi', '##land']",0.4444444444444444,6.61e-07,"[31, 36, 1, 38, 10, 25, 3, 27]"
stylish,"['S', 'T', 'AY', 'L', 'IH', 'SH']","['styl', 'ish']","['st', '##yl', '##ish']",0.42857142857142855,5.01e-06,"[31, 33, 6, 25, 10, 32, 0, 0]"
gourmet,"['G', 'UH', 'R', 'M', 'EY']","['gour', 'met']","['go', '##ur', '##met']",0.42857142857142855,2.29e-06,"[21, 14, 30, 26, 9, 0, 0, 0]"
optimum,"['AA', 'P', 'T', 'AH', 'M', 'AH', 'M']","['op', 'tim', 'um']","['opt', '##imum']",0.42857142857142855,3.47e-06,"[1, 29, 33, 3, 26, 3, 26, 0]"
hewlett,"['HH', 'Y', 'UW', 'L', 'IH', 'T']","['hew', 'lett']","['he', '##wl', '##ett']",0.42857142857142855,1.38e-06,"[22, 37, 15, 25, 10, 33, 0, 0]"
locator,"['L', 'OW', 'K', 'EY', 'T', 'ER']","['loc', 'at', 'or']","['lo', '##cat', '##or']",0.42857142857142855,1.07e-06,"[25, 12, 24, 9, 33, 8, 0, 0]"
pharmacology,"['F', 'AA', 'R', 'M', 'AH', 'K', 'AA', 'L', 'AH', 'JH', 'IY']","['phar', 'ma', 'co', 'logy']","['ph', '##arm', '##aco', '##logy']",0.4166666666666667,1.41e-06,"[20, 1, 30, 26, 3, 24, 1, 25]"
masturbating,"['M', 'AE', 'S', 'T', 'ER', 'B', 'EY', 'T', 'IH', 'NG']","['mas', 'turb', 'at', 'ing']","['mast', '##ur', '##bat', '##ing']",0.4166666666666667,2e-06,"[26, 2, 31, 33, 8, 16, 9, 33]"
xerox,"['Z', 'IH', 'R', 'AA', 'K', 'S']","['xer', 'ox']","['x', '##ero', '##x']",0.4,1.02e-06,"[38, 10, 30, 1, 24, 31, 0, 0]"
modem,"['M', 'OW', 'D', 'AH', 'M']","['mo', 'dem']","['mode', '##m']",0.4,2.51e-06,"[26, 12, 18, 3, 26, 0, 0, 0]"
moderators,"['M', 'AA', 'D', 'ER', 'EY', 'T', 'ER', 'Z']","['mod', 'er', 'at', 'ors']","['moderator', '##s']",0.4,1.02e-06,"[26, 1, 18, 8, 9, 33, 8, 38]"
annotation,"['AE', 'N', 'AH', 'T', 'EY', 'SH', 'AH', 'N']","['an', 'nota', 'tion']","['ann', '##ota', '##tion']",0.4,7.76e-07,"[2, 27, 3, 33, 9, 32, 3, 27]"
currencies,"['K', 'ER', 'AH', 'N', 'S', 'IY', 'Z']","['cur', 'ren', 'cies']","['cu', '##rre', '##ncies']",0.4,4.17e-06,"[24, 8, 3, 27, 31, 11, 38, 0]"
behavioral,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER', 'AH', 'L']","['be', 'ha', 'vi', 'or', 'al']",['behavioral'],0.4,7.24e-06,"[16, 10, 22, 9, 35, 37, 8, 3]"
pharmacies,"['F', 'AA', 'R', 'M', 'AH', 'S', 'IY', 'Z']","['phar', 'ma', 'cies']","['ph', '##arm', '##acies']",0.4,1.51e-06,"[20, 1, 30, 26, 3, 31, 11, 38]"
obituaries,"['OW', 'B', 'IH', 'CH', 'UW', 'EH', 'R', 'IY', 'Z']","['ob', 'it', 'u', 'ar', 'ies']","['ob', '##it', '##uaries']",0.4,6.76e-07,"[12, 16, 10, 17, 15, 7, 30, 11]"
disclaimer,"['D', 'IH', 'S', 'K', 'L', 'EY', 'M', 'ER']","['dis', 'claim', 'er']","['disc', '##lai', '##mer']",0.4,2.88e-06,"[18, 10, 31, 24, 25, 9, 26, 8]"
casio,"['K', 'AE', 'S', 'IY', 'OW']","['ca', 'sio']","['cas', '##io']",0.4,5.37e-07,"[24, 2, 31, 11, 12, 0, 0, 0]"
notifications,"['N', 'OW', 'T', 'AH', 'F', 'AH', 'K', 'EY', 'SH', 'AH', 'N', 'Z']","['no', 'ti', 'fic', 'a', 'tions']","['notification', '##s']",0.38461538461538464,4.57e-06,"[27, 12, 33, 3, 20, 3, 24, 9]"
colonial,"['K', 'AH', 'L', 'OW', 'N', 'IY', 'AH', 'L']","['co', 'lo', 'ni', 'al']",['colonial'],0.375,1.48e-05,"[24, 3, 25, 12, 27, 11, 3, 25]"
roulette,"['R', 'UW', 'L', 'EH', 'T']","['roul', 'ette']","['ro', '##ule', '##tte']",0.375,2.45e-06,"[30, 15, 25, 7, 33, 0, 0, 0]"
material,"['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L']","['ma', 'ter', 'i', 'al']",['material'],0.375,8.91e-05,"[26, 3, 33, 10, 30, 11, 3, 25]"
superior,"['S', 'UW', 'P', 'IH', 'R', 'IY', 'ER']","['su', 'per', 'i', 'or']",['superior'],0.375,2.88e-05,"[31, 15, 29, 10, 30, 11, 8, 0]"
exterior,"['IH', 'K', 'S', 'T', 'IH', 'R', 'IY', 'ER']","['ex', 'ter', 'i', 'or']",['exterior'],0.375,8.13e-06,"[10, 24, 31, 33, 10, 30, 11, 8]"
vitamins,"['V', 'AY', 'T', 'AH', 'M', 'AH', 'N', 'Z']","['vit', 'am', 'ins']","['vitamin', '##s']",0.375,3.89e-06,"[35, 6, 33, 3, 26, 3, 27, 38]"
position,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']","['po', 's', 'i', 'tion']",['position'],0.375,0.000162,"[29, 3, 38, 10, 32, 3, 27, 0]"
operator,"['AA', 'P', 'ER', 'EY', 'T', 'ER']","['op', 'er', 'at', 'or']",['operator'],0.375,2.09e-05,"[1, 29, 8, 9, 33, 8, 0, 0]"
optimize,"['AA', 'P', 'T', 'AH', 'M', 'AY', 'Z']","['op', 'tim', 'ize']","['opt', '##imi', '##ze']",0.375,2.14e-06,"[1, 29, 33, 3, 26, 6, 38, 0]"
familiar,"['F', 'AH', 'M', 'IH', 'L', 'Y', 'ER']","['fa', 'mil', 'i', 'ar']",['familiar'],0.375,4.07e-05,"[20, 3, 26, 10, 25, 37, 8, 0]"
behavior,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER']","['be', 'ha', 'vi', 'or']",['behavior'],0.375,4.9e-05,"[16, 10, 22, 9, 35, 37, 8, 0]"
lesbians,"['L', 'EH', 'Z', 'B', 'IY', 'AH', 'N', 'Z']","['les', 'bi', 'ans']","['lesbian', '##s']",0.375,3.98e-06,"[25, 7, 38, 16, 11, 3, 27, 38]"
tutorial,"['T', 'UW', 'T', 'AO', 'R', 'IY', 'AH', 'L']","['tu', 'tori', 'al']","['tutor', '##ial']",0.375,6.31e-06,"[33, 15, 33, 4, 30, 11, 3, 25]"
imperial,"['IH', 'M', 'P', 'IH', 'R', 'IY', 'AH', 'L']","['im', 'per', 'i', 'al']",['imperial'],0.375,1.62e-05,"[10, 26, 29, 10, 30, 11, 3, 25]"
relative,"['R', 'EH', 'L', 'AH', 'T', 'IH', 'V']","['re', 'l', 'at', 'ive']",['relative'],0.375,3.02e-05,"[30, 7, 25, 3, 33, 10, 35, 0]"
medieval,"['M', 'IH', 'D', 'IY', 'V', 'AH', 'L']","['me', 'di', 'ev', 'al']",['medieval'],0.375,1.12e-05,"[26, 10, 18, 11, 35, 3, 25, 0]"
memorabilia,"['M', 'EH', 'M', 'ER', 'AH', 'B', 'IY', 'L', 'Y', 'AH']","['mem', 'or', 'ab', 'il', 'ia']",['memorabilia'],0.36363636363636365,2.04e-06,"[26, 7, 26, 8, 3, 16, 11, 25]"
disclaimers,"['D', 'IH', 'S', 'K', 'L', 'EY', 'M', 'ER', 'Z']","['dis', 'claim', 'ers']","['disc', '##lai', '##mers']",0.36363636363636365,2.82e-07,"[18, 10, 31, 24, 25, 9, 26, 8]"
reliability,"['R', 'IY', 'L', 'AY', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']","['re', 'li', 'ab', 'il', 'ity']",['reliability'],0.36363636363636365,8.32e-06,"[30, 11, 25, 6, 3, 16, 10, 25]"
examination,"['IH', 'G', 'Z', 'AE', 'M', 'AH', 'N', 'EY', 'SH', 'AH', 'N']","['ex', 'am', 'in', 'a', 'tion']",['examination'],0.36363636363636365,1.82e-05,"[10, 21, 38, 2, 26, 3, 27, 9]"
operational,"['AA', 'P', 'ER', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['op', 'er', 'a', 'tion', 'al']",['operational'],0.36363636363636365,1.62e-05,"[1, 29, 8, 9, 32, 3, 27, 3]"
positioning,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N', 'IH', 'NG']","['po', 's', 'i', 'tion', 'ing']",['positioning'],0.36363636363636365,5.37e-06,"[29, 3, 38, 10, 32, 3, 27, 10]"
theoretical,"['TH', 'IY', 'ER', 'EH', 'T', 'IH', 'K', 'AH', 'L']","['the', 'or', 'et', 'ic', 'al']",['theoretical'],0.36363636363636365,1.02e-05,"[34, 11, 8, 7, 33, 10, 24, 3]"
organizational,"['AO', 'R', 'G', 'AH', 'N', 'AH', 'Z', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['or', 'gan', 'iz', 'a', 'tion', 'al']",['organizational'],0.35714285714285715,6.76e-06,"[4, 30, 21, 3, 27, 3, 38, 9]"
rehabilitation,"['R', 'IY', 'HH', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EY', 'SH', 'AH', 'N']","['re', 'hab', 'il', 'it', 'a', 'tion']",['rehabilitation'],0.35714285714285715,9.77e-06,"[30, 11, 22, 3, 16, 10, 25, 3]"
dis,"['D', 'IH', 'S']",['dis'],"['di', '##s']",0.3333333333333333,5.37e-06,"[18, 10, 31, 0, 0, 0, 0, 0]"
pty,"['T', 'AY']",['pty'],"['pt', '##y']",0.3333333333333333,1.66e-06,"[33, 6, 0, 0, 0, 0, 0, 0]"
affiliate,"['AH', 'F', 'IH', 'L', 'IY', 'EY', 'T']","['af', 'fil', 'i', 'ate']",['affiliate'],0.3333333333333333,9.77e-06,"[3, 20, 10, 25, 11, 9, 33, 0]"
tit,"['T', 'IH', 'T']",['tit'],"['ti', '##t']",0.3333333333333333,3.02e-06,"[33, 10, 33, 0, 0, 0, 0, 0]"
violation,"['V', 'AY', 'AH', 'L', 'EY', 'SH', 'AH', 'N']","['vi', 'ol', 'a', 'tion']",['violation'],0.3333333333333333,1.41e-05,"[35, 6, 3, 25, 9, 32, 3, 27]"
elevation,"['EH', 'L', 'AH', 'V', 'EY', 'SH', 'AH', 'N']","['el', 'ev', 'a', 'tion']",['elevation'],0.3333333333333333,7.94e-06,"[7, 25, 3, 35, 9, 32, 3, 27]"
mauritius,"['M', 'AO', 'R', 'IH', 'T', 'IY', 'AH', 'S']","['maur', 'i', 'ti', 'us']",['mauritius'],0.3333333333333333,1.62e-06,"[26, 4, 30, 10, 33, 11, 3, 31]"
alexander,"['AE', 'L', 'AH', 'G', 'Z', 'AE', 'N', 'D', 'ER']","['al', 'ex', 'an', 'der']",['alexander'],0.3333333333333333,2.51e-05,"[2, 25, 3, 21, 38, 2, 27, 18]"
tutorials,"['T', 'UW', 'T', 'AO', 'R', 'IY', 'AH', 'L', 'Z']","['tu', 'tori', 'als']","['tutor', '##ials']",0.3333333333333333,2.88e-06,"[33, 15, 33, 4, 30, 11, 3, 25]"
municipality,"['M', 'Y', 'UW', 'N', 'IH', 'S', 'AH', 'P', 'AE', 'L', 'AH', 'T', 'IY']","['mu', 'ni', 'cip', 'al', 'ity']",['municipality'],0.3333333333333333,5.13e-06,"[26, 37, 15, 27, 10, 31, 3, 29]"
ottawa,"['AA', 'T', 'AH', 'W', 'AA']","['ot', 't', 'awa']",['ottawa'],0.3333333333333333,9.55e-06,"[1, 33, 3, 36, 1, 0, 0, 0]"
execution,"['EH', 'K', 'S', 'AH', 'K', 'Y', 'UW', 'SH', 'AH', 'N']","['ex', 'e', 'cu', 'tion']",['execution'],0.3333333333333333,1.95e-05,"[7, 24, 31, 3, 24, 37, 15, 32]"
eau,['OW'],['eau'],"['ea', '##u']",0.3333333333333333,1.41e-06,"[12, 0, 0, 0, 0, 0, 0, 0]"
recorders,"['R', 'IH', 'K', 'AO', 'R', 'D', 'ER', 'Z']","['re', 'cord', 'ers']","['recorder', '##s']",0.3333333333333333,1.55e-06,"[30, 10, 24, 4, 30, 18, 8, 38]"
frederick,"['F', 'R', 'EH', 'D', 'R', 'IH', 'K']","['fre', 'd', 'er', 'ick']",['frederick'],0.3333333333333333,8.91e-06,"[20, 30, 7, 18, 30, 10, 24, 0]"
associate,"['AH', 'S', 'OW', 'S', 'IY', 'AH', 'T']","['as', 'so', 'ci', 'ate']",['associate'],0.3333333333333333,2.45e-05,"[3, 31, 12, 31, 11, 3, 33, 0]"
jerusalem,"['JH', 'ER', 'UW', 'S', 'AH', 'L', 'AH', 'M']","['jer', 'u', 's', 'alem']",['jerusalem'],0.3333333333333333,1.58e-05,"[23, 8, 15, 31, 3, 25, 3, 26]"
sodium,"['S', 'OW', 'D', 'IY', 'AH', 'M']","['so', 'di', 'um']",['sodium'],0.3333333333333333,7.41e-06,"[31, 12, 18, 11, 3, 26, 0, 0]"
executive,"['IH', 'G', 'Z', 'EH', 'K', 'Y', 'AH', 'T', 'IH', 'V']","['ex', 'ec', 'ut', 'ive']",['executive'],0.3333333333333333,7.41e-05,"[10, 21, 38, 7, 24, 37, 3, 33]"
operators,"['AA', 'P', 'ER', 'EY', 'T', 'ER', 'Z']","['op', 'er', 'at', 'ors']",['operators'],0.3333333333333333,1.55e-05,"[1, 29, 8, 9, 33, 8, 38, 0]"
organization,"['AO', 'R', 'G', 'AH', 'N', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']","['or', 'gan', 'iz', 'a', 'tion']",['organization'],0.3333333333333333,8.32e-05,"[4, 30, 21, 3, 27, 3, 38, 9]"
empirical,"['EH', 'M', 'P', 'IH', 'R', 'IH', 'K', 'AH', 'L']","['em', 'pir', 'ic', 'al']",['empirical'],0.3333333333333333,4.17e-06,"[7, 26, 29, 10, 30, 10, 24, 3]"
apparatus,"['AE', 'P', 'ER', 'AE', 'T', 'AH', 'S']","['ap', 'par', 'at', 'us']",['apparatus'],0.3333333333333333,6.03e-06,"[2, 29, 8, 2, 33, 3, 31, 0]"
dui,"['D', 'IY', 'Y', 'UW', 'AY']",['dui'],"['du', '##i']",0.3333333333333333,2.24e-06,"[18, 11, 37, 15, 6, 0, 0, 0]"
indianapolis,"['IH', 'N', 'D', 'IY', 'AH', 'N', 'AE', 'P', 'AH', 'L', 'IH', 'S']","['in', 'di', 'ana', 'pol', 'is']",['indianapolis'],0.3333333333333333,6.61e-06,"[10, 27, 18, 11, 3, 27, 2, 29]"
lolita,"['L', 'OW', 'L', 'IY', 'T', 'AH']","['lol', 'ita']","['lo', '##lita']",0.3333333333333333,1.17e-06,"[25, 12, 25, 11, 33, 3, 0, 0]"
accompanying,"['AH', 'K', 'AH', 'M', 'P', 'AH', 'N', 'IY', 'IH', 'NG']","['ac', 'com', 'pa', 'ny', 'ing']",['accompanying'],0.3333333333333333,7.08e-06,"[3, 24, 3, 26, 29, 3, 27, 11]"
omissions,"['OW', 'M', 'IH', 'SH', 'AH', 'N', 'Z']","['omis', 'sions']","['om', '##iss', '##ions']",0.3333333333333333,1.29e-06,"[12, 26, 10, 32, 3, 27, 38, 0]"
mpg,"['EH', 'M', 'P', 'IY', 'JH', 'IY']",['mpg'],"['mp', '##g']",0.3333333333333333,1.15e-06,"[7, 26, 29, 11, 23, 11, 0, 0]"
moderator,"['M', 'AA', 'D', 'ER', 'EY', 'T', 'ER']","['mod', 'er', 'at', 'or']",['moderator'],0.3333333333333333,2.57e-06,"[26, 1, 18, 8, 9, 33, 8, 0]"
uni,"['Y', 'UW', 'N', 'IY']",['uni'],"['un', '##i']",0.3333333333333333,4.9e-06,"[37, 15, 27, 11, 0, 0, 0, 0]"
nav,"['N', 'AE', 'V']",['nav'],"['na', '##v']",0.3333333333333333,1.82e-06,"[27, 2, 35, 0, 0, 0, 0, 0]"
refund,"['R', 'IH', 'F', 'AH', 'N', 'D']","['re', 'fund']","['ref', '##und']",0.3333333333333333,8.71e-06,"[30, 10, 20, 3, 27, 18, 0, 0]"
radios,"['R', 'EY', 'D', 'IY', 'OW', 'Z']","['ra', 'di', 'os']",['radios'],0.3333333333333333,2.57e-06,"[30, 9, 18, 11, 12, 38, 0, 0]"
lib,"['L', 'IH', 'B']",['lib'],"['li', '##b']",0.3333333333333333,5.62e-06,"[25, 10, 16, 0, 0, 0, 0, 0]"
vacations,"['V', 'EY', 'K', 'EY', 'SH', 'AH', 'N', 'Z']","['va', 'ca', 'tions']","['vacation', '##s']",0.3333333333333333,3.24e-06,"[35, 9, 24, 9, 32, 3, 27, 38]"
fetish,"['F', 'EH', 'T', 'IH', 'SH']","['fet', 'ish']","['fe', '##tish']",0.3333333333333333,3.89e-06,"[20, 7, 33, 10, 32, 0, 0, 0]"
zoloft,"['Z', 'AA', 'L', 'AA', 'F', 'T']","['zo', 'loft']","['z', '##olo', '##ft']",0.3333333333333333,3.39e-07,"[38, 1, 25, 1, 20, 33, 0, 0]"
uri,"['Y', 'ER', 'IY']",['uri'],"['ur', '##i']",0.3333333333333333,1.82e-06,"[37, 8, 11, 0, 0, 0, 0, 0]"
violin,"['V', 'AY', 'AH', 'L', 'IH', 'N']","['vi', 'ol', 'in']",['violin'],0.3333333333333333,5.5e-06,"[35, 6, 3, 25, 10, 27, 0, 0]"
aud,"['AO', 'D']",['aud'],"['au', '##d']",0.3333333333333333,1.45e-06,"[4, 18, 0, 0, 0, 0, 0, 0]"
prozac,"['P', 'R', 'OW', 'Z', 'AE', 'K']","['proz', 'ac']","['pro', '##za', '##c']",0.3333333333333333,5.25e-07,"[29, 30, 12, 38, 2, 24, 0, 0]"
modems,"['M', 'OW', 'D', 'AH', 'M', 'Z']","['mo', 'dems']","['mode', '##ms']",0.3333333333333333,5.13e-07,"[26, 12, 18, 3, 26, 38, 0, 0]"
pediatric,"['P', 'IY', 'D', 'IY', 'AE', 'T', 'R', 'IH', 'K']","['pe', 'di', 'at', 'ric']",['pediatric'],0.3333333333333333,3.39e-06,"[29, 11, 18, 11, 2, 33, 30, 10]"
personals,"['P', 'ER', 'S', 'IH', 'N', 'IH', 'L', 'Z']","['per', 'son', 'als']","['personal', '##s']",0.3333333333333333,3.63e-07,"[29, 8, 31, 10, 27, 10, 25, 38]"
immediate,"['IH', 'M', 'IY', 'D', 'IY', 'AH', 'T']","['im', 'me', 'di', 'ate']",['immediate'],0.3333333333333333,3.31e-05,"[10, 26, 11, 18, 11, 3, 33, 0]"
experiencing,"['IH', 'K', 'S', 'P', 'IH', 'R', 'IY', 'AH', 'N', 'S', 'IH', 'NG']","['ex', 'per', 'i', 'en', 'cing']",['experiencing'],0.3333333333333333,1.1e-05,"[10, 24, 31, 29, 10, 30, 11, 3]"
occupational,"['AA', 'K', 'Y', 'AH', 'P', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['oc', 'cu', 'pa', 'tion', 'al']",['occupational'],0.3333333333333333,5.25e-06,"[1, 24, 37, 3, 29, 9, 32, 3]"
refine,"['R', 'AH', 'F', 'AY', 'N']","['re', 'fine']","['ref', '##ine']",0.3333333333333333,1.91e-06,"[30, 3, 20, 6, 27, 0, 0, 0]"
pos,"['P', 'AA', 'S']",['pos'],"['po', '##s']",0.3333333333333333,5.01e-06,"[29, 1, 31, 0, 0, 0, 0, 0]"
arabic,"['AE', 'R', 'AH', 'B', 'IH', 'K']","['ar', 'ab', 'ic']",['arabic'],0.3333333333333333,1.07e-05,"[2, 30, 3, 16, 10, 24, 0, 0]"
animation,"['AE', 'N', 'AH', 'M', 'EY', 'SH', 'AH', 'N']","['an', 'im', 'a', 'tion']",['animation'],0.3333333333333333,1.51e-05,"[2, 27, 3, 26, 9, 32, 3, 27]"
dialog,"['D', 'AY', 'AH', 'L', 'AO', 'G']","['dia', 'log']","['dial', '##og']",0.3333333333333333,2.88e-06,"[18, 6, 3, 25, 4, 21, 0, 0]"
animal,"['AE', 'N', 'AH', 'M', 'AH', 'L']","['an', 'im', 'al']",['animal'],0.3333333333333333,6.46e-05,"[2, 27, 3, 26, 3, 25, 0, 0]"
generator,"['JH', 'EH', 'N', 'ER', 'EY', 'T', 'ER']","['gen', 'er', 'at', 'or']",['generator'],0.3333333333333333,8.71e-06,"[23, 7, 27, 8, 9, 33, 8, 0]"
casual,"['K', 'AE', 'ZH', 'AH', 'W', 'AH', 'L']","['cas', 'u', 'al']",['casual'],0.3333333333333333,1.7e-05,"[24, 2, 39, 3, 36, 3, 25, 0]"
actual,"['AE', 'K', 'CH', 'AH', 'W', 'AH', 'L']","['ac', 'tu', 'al']",['actual'],0.3333333333333333,7.08e-05,"[2, 24, 17, 3, 36, 3, 25, 0]"
nextel,"['N', 'EH', 'K', 'S', 'T', 'EH', 'L']","['nex', 'tel']","['next', '##el']",0.3333333333333333,2.09e-07,"[27, 7, 24, 31, 33, 7, 25, 0]"
ppm,"['P', 'IY', 'P', 'IY', 'EH', 'M']",['ppm'],"['pp', '##m']",0.3333333333333333,1.41e-06,"[29, 11, 29, 11, 7, 26, 0, 0]"
biz,"['B', 'IH', 'Z']",['biz'],"['bi', '##z']",0.3333333333333333,1.86e-06,"[16, 10, 38, 0, 0, 0, 0, 0]"
operation,"['AA', 'P', 'ER', 'EY', 'SH', 'AH', 'N']","['op', 'er', 'a', 'tion']",['operation'],0.3333333333333333,8.32e-05,"[1, 29, 8, 9, 32, 3, 27, 0]"
asp,"['AE', 'S', 'P']",['asp'],"['as', '##p']",0.3333333333333333,1.12e-06,"[2, 31, 29, 0, 0, 0, 0, 0]"
nudity,"['N', 'UW', 'D', 'IH', 'T', 'IY']","['nud', 'ity']","['nu', '##dity']",0.3333333333333333,2.45e-06,"[27, 15, 18, 10, 33, 11, 0, 0]"
eleven,"['IH', 'L', 'EH', 'V', 'AH', 'N']","['el', 'ev', 'en']",['eleven'],0.3333333333333333,1.32e-05,"[10, 25, 7, 35, 3, 27, 0, 0]"
amsterdam,"['AE', 'M', 'S', 'T', 'ER', 'D', 'AE', 'M']","['am', 's', 'ter', 'dam']",['amsterdam'],0.3333333333333333,1.07e-05,"[2, 26, 31, 33, 8, 18, 2, 26]"
eos,"['IY', 'AA', 'S']",['eos'],"['e', '##os']",0.3333333333333333,1.7e-06,"[11, 1, 31, 0, 0, 0, 0, 0]"
experimental,"['IH', 'K', 'S', 'P', 'EH', 'R', 'IH', 'M', 'EH', 'N', 'T', 'AH', 'L']","['ex', 'per', 'i', 'ment', 'al']",['experimental'],0.3333333333333333,1.91e-05,"[10, 24, 31, 29, 7, 30, 10, 26]"
notification,"['N', 'OW', 'T', 'AH', 'F', 'AH', 'K', 'EY', 'SH', 'AH', 'N']","['no', 'ti', 'fic', 'a', 'tion']",['notification'],0.3333333333333333,8.32e-06,"[27, 12, 33, 3, 20, 3, 24, 9]"
ver,"['V', 'ER']",['ver'],"['ve', '##r']",0.3333333333333333,2.63e-06,"[35, 8, 0, 0, 0, 0, 0, 0]"
indian,"['IH', 'N', 'D', 'IY', 'AH', 'N']","['in', 'di', 'an']",['indian'],0.3333333333333333,8.13e-05,"[10, 27, 18, 11, 3, 27, 0, 0]"
intellectual,"['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'AH', 'L']","['in', 'tel', 'lec', 'tu', 'al']",['intellectual'],0.3333333333333333,2e-05,"[10, 27, 33, 3, 25, 7, 24, 17]"
indicator,"['IH', 'N', 'D', 'AH', 'K', 'EY', 'T', 'ER']","['in', 'dic', 'at', 'or']",['indicator'],0.3333333333333333,8.32e-06,"[10, 27, 18, 3, 24, 9, 33, 8]"
avenue,"['AE', 'V', 'AH', 'N', 'UW']","['av', 'en', 'ue']",['avenue'],0.3333333333333333,2.69e-05,"[2, 35, 3, 27, 15, 0, 0, 0]"
julian,"['JH', 'UW', 'L', 'IY', 'AH', 'N']","['ju', 'li', 'an']",['julian'],0.3333333333333333,9.77e-06,"[23, 15, 25, 11, 3, 27, 0, 0]"
nil,"['N', 'IH', 'L']",['nil'],"['ni', '##l']",0.3333333333333333,2.14e-06,"[27, 10, 25, 0, 0, 0, 0, 0]"
arabia,"['ER', 'EY', 'B', 'IY', 'AH']","['ar', 'a', 'bia']",['arabia'],0.3333333333333333,1.32e-05,"[8, 9, 16, 11, 3, 0, 0, 0]"
mariah,"['M', 'ER', 'AY', 'AH']","['mari', 'ah']","['maria', '##h']",0.3333333333333333,1.58e-06,"[26, 8, 6, 3, 0, 0, 0, 0]"
mutual,"['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']","['mu', 'tu', 'al']",['mutual'],0.3333333333333333,1.82e-05,"[26, 37, 15, 17, 3, 36, 3, 25]"
tue,"['T', 'UW']",['tue'],"['tu', '##e']",0.3333333333333333,1.74e-06,"[33, 15, 0, 0, 0, 0, 0, 0]"
