word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
transition,"['T', 'R', 'AE', 'N', 'Z', 'IH', 'SH', 'AH', 'N']","['trans', 'ition']","['trans', 'ition']",0.0,2.88e-05,"[33, 30, 2, 27, 38, 10, 32, 3]"
split,"['S', 'P', 'L', 'IH', 'T']",['split'],['split'],0.0,4.47e-05,"[31, 29, 25, 10, 33, 0, 0, 0]"
powers,"['P', 'AW', 'ER', 'Z']",['powers'],['powers'],0.0,5.01e-05,"[29, 5, 8, 38, 0, 0, 0, 0]"
luis,"['L', 'UW', 'IY', 'S']","['lu', 'is']","['lu', 'is']",0.0,9.77e-06,"[25, 15, 11, 31, 0, 0, 0, 0]"
johnson,"['JH', 'AA', 'N', 'S', 'AH', 'N']","['john', 'son']","['john', 'son']",0.0,5.25e-05,"[23, 1, 27, 31, 3, 27, 0, 0]"
claim,"['K', 'L', 'EY', 'M']",['claim'],['claim'],0.0,8.91e-05,"[24, 25, 9, 26, 0, 0, 0, 0]"
surgery,"['S', 'ER', 'JH', 'ER', 'IY']","['sur', 'gery']","['sur', 'gery']",0.0,4.27e-05,"[31, 8, 23, 8, 11, 0, 0, 0]"
patch,"['P', 'AE', 'CH']",['patch'],['patch'],0.0,1.58e-05,"[29, 2, 17, 0, 0, 0, 0, 0]"
heat,"['HH', 'IY', 'T']",['heat'],['heat'],0.0,7.24e-05,"[22, 11, 33, 0, 0, 0, 0, 0]"
wild,"['W', 'AY', 'L', 'D']",['wild'],['wild'],0.0,6.31e-05,"[36, 6, 25, 18, 0, 0, 0, 0]"
miss,"['M', 'IH', 'S']",['miss'],['miss'],0.0,0.000166,"[26, 10, 31, 0, 0, 0, 0, 0]"
task,"['T', 'AE', 'S', 'K']",['task'],['task'],0.0,4.47e-05,"[33, 2, 31, 24, 0, 0, 0, 0]"
fires,"['F', 'AY', 'ER', 'Z']",['fires'],['fires'],0.0,1.48e-05,"[20, 6, 8, 38, 0, 0, 0, 0]"
algeria,"['AE', 'L', 'JH', 'IH', 'R', 'IY', 'AH']","['al', 'ger', 'ia']","['al', 'ger', 'ia']",0.0,4.17e-06,"[2, 25, 23, 10, 30, 11, 3, 0]"
count,"['K', 'AW', 'N', 'T']",['count'],['count'],0.0,6.76e-05,"[24, 5, 27, 33, 0, 0, 0, 0]"
reload,"['R', 'IY', 'L', 'OW', 'D']","['re', 'load']","['re', 'load']",0.0,1.82e-06,"[30, 11, 25, 12, 18, 0, 0, 0]"
push,"['P', 'UH', 'SH']",['push'],['push'],0.0,6.61e-05,"[29, 14, 32, 0, 0, 0, 0, 0]"
findings,"['F', 'AY', 'N', 'D', 'IH', 'NG', 'Z']","['find', 'ings']","['find', 'ings']",0.0,2.4e-05,"[20, 6, 27, 18, 10, 28, 38, 0]"
tower,"['T', 'AW', 'ER']",['tower'],['tower'],0.0,3.16e-05,"[33, 5, 8, 0, 0, 0, 0, 0]"
sum,"['S', 'AH', 'M']",['sum'],['sum'],0.0,2.19e-05,"[31, 3, 26, 0, 0, 0, 0, 0]"
alan,"['AE', 'L', 'AH', 'N']",['alan'],['alan'],0.0,2.82e-05,"[2, 25, 3, 27, 0, 0, 0, 0]"
shell,"['SH', 'EH', 'L']",['shell'],['shell'],0.0,2.45e-05,"[32, 7, 25, 0, 0, 0, 0, 0]"
stat,"['S', 'T', 'AE', 'T']",['stat'],['stat'],0.0,8.91e-06,"[31, 33, 2, 33, 0, 0, 0, 0]"
essex,"['EH', 'S', 'IH', 'K', 'S']","['es', 'sex']","['es', 'sex']",0.0,8.32e-06,"[7, 31, 10, 24, 31, 0, 0, 0]"
unity,"['Y', 'UW', 'N', 'AH', 'T', 'IY']",['unity'],['unity'],0.0,1.66e-05,"[37, 15, 27, 3, 33, 11, 0, 0]"
batman,"['B', 'AE', 'T', 'M', 'AE', 'N']","['bat', 'man']","['bat', 'man']",0.0,1.66e-05,"[16, 2, 33, 26, 2, 27, 0, 0]"
oak,"['OW', 'K']",['oak'],['oak'],0.0,1.51e-05,"[12, 24, 0, 0, 0, 0, 0, 0]"
beer,"['B', 'IH', 'R']",['beer'],['beer'],0.0,5.01e-05,"[16, 10, 30, 0, 0, 0, 0, 0]"
packaging,"['P', 'AE', 'K', 'IH', 'JH', 'IH', 'NG']","['pack', 'aging']","['pack', 'aging']",0.0,9.12e-06,"[29, 2, 24, 10, 23, 10, 28, 0]"
catch,"['K', 'AE', 'CH']",['catch'],['catch'],0.0,7.41e-05,"[24, 2, 17, 0, 0, 0, 0, 0]"
unable,"['AH', 'N', 'EY', 'B', 'AH', 'L']","['un', 'able']","['un', 'able']",0.0,4.07e-05,"[3, 27, 9, 16, 3, 25, 0, 0]"
chronicles,"['K', 'R', 'AA', 'N', 'IH', 'K', 'AH', 'L', 'Z']","['chron', 'icles']","['chron', 'icles']",0.0,4.37e-06,"[24, 30, 1, 27, 10, 24, 3, 25]"
readings,"['R', 'EH', 'D', 'IH', 'NG', 'Z']","['read', 'ings']","['read', 'ings']",0.0,7.08e-06,"[30, 7, 18, 10, 28, 38, 0, 0]"
bee,"['B', 'IY']",['bee'],['bee'],0.0,1.23e-05,"[16, 11, 0, 0, 0, 0, 0, 0]"
cum,"['K', 'AH', 'M']",['cum'],['cum'],0.0,1.1e-05,"[24, 3, 26, 0, 0, 0, 0, 0]"
rats,"['R', 'AE', 'T', 'S']",['rats'],['rats'],0.0,1.12e-05,"[30, 2, 33, 31, 0, 0, 0, 0]"
airports,"['EH', 'R', 'P', 'AO', 'R', 'T', 'S']","['air', 'ports']","['air', 'ports']",0.0,8.51e-06,"[7, 30, 29, 4, 30, 33, 31, 0]"
begun,"['B', 'IH', 'G', 'AH', 'N']","['be', 'gun']","['be', 'gun']",0.0,2.29e-05,"[16, 10, 21, 3, 27, 0, 0, 0]"
packets,"['P', 'AE', 'K', 'IH', 'T', 'S']","['pack', 'ets']","['pack', 'ets']",0.0,3.31e-06,"[29, 2, 24, 10, 33, 31, 0, 0]"
lap,"['L', 'AE', 'P']",['lap'],['lap'],0.0,1.51e-05,"[25, 2, 29, 0, 0, 0, 0, 0]"
shirt,"['SH', 'ER', 'T']",['shirt'],['shirt'],0.0,4.27e-05,"[32, 8, 33, 0, 0, 0, 0, 0]"
foot,"['F', 'UH', 'T']",['foot'],['foot'],0.0,7.41e-05,"[20, 14, 33, 0, 0, 0, 0, 0]"
mass,"['M', 'AE', 'S']",['mass'],['mass'],0.0,7.41e-05,"[26, 2, 31, 0, 0, 0, 0, 0]"
crime,"['K', 'R', 'AY', 'M']",['crime'],['crime'],0.0,7.76e-05,"[24, 30, 6, 26, 0, 0, 0, 0]"
char,"['CH', 'AA', 'R']",['char'],['char'],0.0,2.95e-06,"[17, 1, 30, 0, 0, 0, 0, 0]"
whose,"['HH', 'UW', 'Z']",['whose'],['whose'],0.0,0.000117,"[22, 15, 38, 0, 0, 0, 0, 0]"
chance,"['CH', 'AE', 'N', 'S']",['chance'],['chance'],0.0,0.000182,"[17, 2, 27, 31, 0, 0, 0, 0]"
ball,"['B', 'AO', 'L']",['ball'],['ball'],0.0,0.00011,"[16, 4, 25, 0, 0, 0, 0, 0]"
parcel,"['P', 'AA', 'R', 'S', 'AH', 'L']","['par', 'cel']","['par', 'cel']",0.0,4.68e-06,"[29, 1, 30, 31, 3, 25, 0, 0]"
fifteen,"['F', 'IH', 'F', 'T', 'IY', 'N']","['fif', 'teen']","['fif', 'teen']",0.0,1.38e-05,"[20, 10, 20, 33, 11, 27, 0, 0]"
rolled,"['R', 'OW', 'L', 'D']",['rolled'],['rolled'],0.0,1.62e-05,"[30, 12, 25, 18, 0, 0, 0, 0]"
rays,"['R', 'EY', 'Z']",['rays'],['rays'],0.0,1.07e-05,"[30, 9, 38, 0, 0, 0, 0, 0]"
horrible,"['HH', 'AO', 'R', 'AH', 'B', 'AH', 'L']","['hor', 'rible']","['hor', 'rible']",0.0,2.75e-05,"[22, 4, 30, 3, 16, 3, 25, 0]"
stickers,"['S', 'T', 'IH', 'K', 'ER', 'Z']","['stick', 'ers']","['stick', 'ers']",0.0,4.9e-06,"[31, 33, 10, 24, 8, 38, 0, 0]"
birds,"['B', 'ER', 'D', 'Z']",['birds'],['birds'],0.0,3.98e-05,"[16, 8, 18, 38, 0, 0, 0, 0]"
forest,"['F', 'AO', 'R', 'AH', 'S', 'T']",['forest'],['forest'],0.0,5.01e-05,"[20, 4, 30, 3, 31, 33, 0, 0]"
preferred,"['P', 'R', 'AH', 'F', 'ER', 'D']","['pre', 'ferred']","['pre', 'ferred']",0.0,2.24e-05,"[29, 30, 3, 20, 8, 18, 0, 0]"
shots,"['SH', 'AA', 'T', 'S']",['shots'],['shots'],0.0,4.27e-05,"[32, 1, 33, 31, 0, 0, 0, 0]"
outlook,"['AW', 'T', 'L', 'UH', 'K']","['out', 'look']","['out', 'look']",0.0,1.17e-05,"[5, 33, 25, 14, 24, 0, 0, 0]"
massive,"['M', 'AE', 'S', 'IH', 'V']",['massive'],['massive'],0.0,5.25e-05,"[26, 2, 31, 10, 35, 0, 0, 0]"
denmark,"['D', 'EH', 'N', 'M', 'AA', 'R', 'K']","['den', 'mark']","['den', 'mark']",0.0,1.1e-05,"[18, 7, 27, 26, 1, 30, 24, 0]"
landing,"['L', 'AE', 'N', 'D', 'IH', 'NG']","['land', 'ing']","['land', 'ing']",0.0,2.51e-05,"[25, 2, 27, 18, 10, 28, 0, 0]"
signing,"['S', 'AY', 'N', 'IH', 'NG']","['sign', 'ing']","['sign', 'ing']",0.0,2.51e-05,"[31, 6, 27, 10, 28, 0, 0, 0]"
showcase,"['SH', 'OW', 'K', 'EY', 'S']","['show', 'case']","['show', 'case']",0.0,8.32e-06,"[32, 12, 24, 9, 31, 0, 0, 0]"
asks,"['AE', 'S', 'K', 'S']",['asks'],['asks'],0.0,2.75e-05,"[2, 31, 24, 31, 0, 0, 0, 0]"
displays,"['D', 'IH', 'S', 'P', 'L', 'EY', 'Z']","['dis', 'plays']","['dis', 'plays']",0.0,1.17e-05,"[18, 10, 31, 29, 25, 9, 38, 0]"
sword,"['S', 'AO', 'R', 'D']",['sword'],['sword'],0.0,2.34e-05,"[31, 4, 30, 18, 0, 0, 0, 0]"
hoping,"['HH', 'OW', 'P', 'IH', 'NG']","['hop', 'ing']","['hop', 'ing']",0.0,4.68e-05,"[22, 12, 29, 10, 28, 0, 0, 0]"
bright,"['B', 'R', 'AY', 'T']",['bright'],['bright'],0.0,4.07e-05,"[16, 30, 6, 33, 0, 0, 0, 0]"
formed,"['F', 'AO', 'R', 'M', 'D']",['formed'],['formed'],0.0,4.79e-05,"[20, 4, 30, 26, 18, 0, 0, 0]"
echo,"['EH', 'K', 'OW']",['echo'],['echo'],0.0,1.1e-05,"[7, 24, 12, 0, 0, 0, 0, 0]"
que,"['K', 'Y', 'UW']",['que'],['que'],0.0,6.92e-06,"[24, 37, 15, 0, 0, 0, 0, 0]"
grid,"['G', 'R', 'IH', 'D']",['grid'],['grid'],0.0,1.51e-05,"[21, 30, 10, 18, 0, 0, 0, 0]"
sheets,"['SH', 'IY', 'T', 'S']",['sheets'],['sheets'],0.0,1.45e-05,"[32, 11, 33, 31, 0, 0, 0, 0]"
patrick,"['P', 'AE', 'T', 'R', 'IH', 'K']",['patrick'],['patrick'],0.0,2.34e-05,"[29, 2, 33, 30, 10, 24, 0, 0]"
puerto,"['P', 'W', 'EH', 'R', 'T', 'OW']","['pu', 'erto']","['pu', 'erto']",0.0,1.1e-05,"[29, 36, 7, 30, 33, 12, 0, 0]"
reunion,"['R', 'IY', 'UW', 'N', 'Y', 'AH', 'N']","['re', 'union']","['re', 'union']",0.0,8.51e-06,"[30, 11, 15, 27, 37, 3, 27, 0]"
landscape,"['L', 'AE', 'N', 'D', 'S', 'K', 'EY', 'P']","['land', 'scape']","['land', 'scape']",0.0,2.29e-05,"[25, 2, 27, 18, 31, 24, 9, 29]"
banner,"['B', 'AE', 'N', 'ER']","['ban', 'ner']","['ban', 'ner']",0.0,1.32e-05,"[16, 2, 27, 8, 0, 0, 0, 0]"
ash,"['AE', 'SH']",['ash'],['ash'],0.0,1.45e-05,"[2, 32, 0, 0, 0, 0, 0, 0]"
ali,"['AA', 'L', 'IY']",['ali'],['ali'],0.0,2.04e-05,"[1, 25, 11, 0, 0, 0, 0, 0]"
monroe,"['M', 'AH', 'N', 'R', 'OW']","['mon', 'roe']","['mon', 'roe']",0.0,7.76e-06,"[26, 3, 27, 30, 12, 0, 0, 0]"
paste,"['P', 'EY', 'S', 'T']",['paste'],['paste'],0.0,8.13e-06,"[29, 9, 31, 33, 0, 0, 0, 0]"
bucks,"['B', 'AH', 'K', 'S']",['bucks'],['bucks'],0.0,1.55e-05,"[16, 3, 24, 31, 0, 0, 0, 0]"
jump,"['JH', 'AH', 'M', 'P']",['jump'],['jump'],0.0,4.9e-05,"[23, 3, 26, 29, 0, 0, 0, 0]"
cells,"['S', 'EH', 'L', 'Z']",['cells'],['cells'],0.0,5.62e-05,"[31, 7, 25, 38, 0, 0, 0, 0]"
acquire,"['AH', 'K', 'W', 'AY', 'ER']","['ac', 'quire']","['ac', 'quire']",0.0,1.35e-05,"[3, 24, 36, 6, 8, 0, 0, 0]"
res,"['R', 'EY', 'Z']",['res'],['res'],0.0,6.17e-06,"[30, 9, 38, 0, 0, 0, 0, 0]"
sit,"['S', 'IH', 'T']",['sit'],['sit'],0.0,7.94e-05,"[31, 10, 33, 0, 0, 0, 0, 0]"
wow,"['W', 'AW']",['wow'],['wow'],0.0,9.12e-05,"[36, 5, 0, 0, 0, 0, 0, 0]"
writers,"['R', 'AY', 'T', 'ER', 'Z']",['writers'],['writers'],0.0,3.55e-05,"[30, 6, 33, 8, 38, 0, 0, 0]"
marks,"['M', 'AA', 'R', 'K', 'S']",['marks'],['marks'],0.0,3.09e-05,"[26, 1, 30, 24, 31, 0, 0, 0]"
flexible,"['F', 'L', 'EH', 'K', 'S', 'AH', 'B', 'AH', 'L']","['flex', 'ible']","['flex', 'ible']",0.0,1.35e-05,"[20, 25, 7, 24, 31, 3, 16, 3]"
spirits,"['S', 'P', 'IH', 'R', 'AH', 'T', 'S']","['spir', 'its']","['spir', 'its']",0.0,1.45e-05,"[31, 29, 10, 30, 3, 33, 31, 0]"
pixel,"['P', 'IH', 'K', 'S', 'AH', 'L']",['pixel'],['pixel'],0.0,5.25e-06,"[29, 10, 24, 31, 3, 25, 0, 0]"
float,"['F', 'L', 'OW', 'T']",['float'],['float'],0.0,8.71e-06,"[20, 25, 12, 33, 0, 0, 0, 0]"
por,"['P', 'AO', 'R']",['por'],['por'],0.0,3.16e-06,"[29, 4, 30, 0, 0, 0, 0, 0]"
chip,"['CH', 'IH', 'P']",['chip'],['chip'],0.0,2.04e-05,"[17, 10, 29, 0, 0, 0, 0, 0]"
vessel,"['V', 'EH', 'S', 'AH', 'L']","['ves', 'sel']","['ves', 'sel']",0.0,1.86e-05,"[35, 7, 31, 3, 25, 0, 0, 0]"
viruses,"['V', 'AY', 'R', 'AH', 'S', 'AH', 'Z']","['vir', 'uses']","['vir', 'uses']",0.0,5.37e-06,"[35, 6, 30, 3, 31, 3, 38, 0]"
admit,"['AH', 'D', 'M', 'IH', 'T']","['ad', 'mit']","['ad', 'mit']",0.0,3.8e-05,"[3, 18, 26, 10, 33, 0, 0, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['sam', 'oa']",0.0,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
tap,"['T', 'AE', 'P']",['tap'],['tap'],0.0,1.91e-05,"[33, 2, 29, 0, 0, 0, 0, 0]"
fit,"['F', 'IH', 'T']",['fit'],['fit'],0.0,8.91e-05,"[20, 10, 33, 0, 0, 0, 0, 0]"
tests,"['T', 'EH', 'S', 'T', 'S']",['tests'],['tests'],0.0,4.68e-05,"[33, 7, 31, 33, 31, 0, 0, 0]"
met,"['M', 'EH', 'T']",['met'],['met'],0.0,0.000123,"[26, 7, 33, 0, 0, 0, 0, 0]"
pain,"['P', 'EY', 'N']",['pain'],['pain'],0.0,0.000107,"[29, 9, 27, 0, 0, 0, 0, 0]"
oman,"['OW', 'M', 'AA', 'N']",['oman'],['oman'],0.0,2.29e-06,"[12, 26, 1, 27, 0, 0, 0, 0]"
goal,"['G', 'OW', 'L']",['goal'],['goal'],0.0,0.000115,"[21, 12, 25, 0, 0, 0, 0, 0]"
sold,"['S', 'OW', 'L', 'D']",['sold'],['sold'],0.0,9.33e-05,"[31, 12, 25, 18, 0, 0, 0, 0]"
wind,"['W', 'AY', 'N', 'D']",['wind'],['wind'],0.0,6.92e-05,"[36, 6, 27, 18, 0, 0, 0, 0]"
sciences,"['S', 'AY', 'AH', 'N', 'S', 'AH', 'Z']","['sci', 'ences']","['sci', 'ences']",0.0,2.45e-05,"[31, 6, 3, 27, 31, 3, 38, 0]"
lowest,"['L', 'OW', 'AH', 'S', 'T']","['low', 'est']","['low', 'est']",0.0,2.57e-05,"[25, 12, 3, 31, 33, 0, 0, 0]"
highly,"['HH', 'AY', 'L', 'IY']",['highly'],['highly'],0.0,7.76e-05,"[22, 6, 25, 11, 0, 0, 0, 0]"
emergency,"['IH', 'M', 'ER', 'JH', 'AH', 'N', 'S', 'IY']","['emer', 'gency']","['emer', 'gency']",0.0,5.25e-05,"[10, 26, 8, 23, 3, 27, 31, 11]"
stone,"['S', 'T', 'OW', 'N']",['stone'],['stone'],0.0,6.31e-05,"[31, 33, 12, 27, 0, 0, 0, 0]"
conclude,"['K', 'AH', 'N', 'K', 'L', 'UW', 'D']","['con', 'clude']","['con', 'clude']",0.0,7.94e-06,"[24, 3, 27, 24, 25, 15, 18, 0]"
surfaces,"['S', 'ER', 'F', 'AH', 'S', 'AH', 'Z']","['sur', 'faces']","['sur', 'faces']",0.0,1.05e-05,"[31, 8, 20, 3, 31, 3, 38, 0]"
propose,"['P', 'R', 'AH', 'P', 'OW', 'Z']","['pro', 'pose']","['pro', 'pose']",0.0,9.77e-06,"[29, 30, 3, 29, 12, 38, 0, 0]"
rage,"['R', 'EY', 'JH']",['rage'],['rage'],0.0,1.29e-05,"[30, 9, 23, 0, 0, 0, 0, 0]"
advisors,"['AE', 'D', 'V', 'AY', 'Z', 'ER', 'Z']","['ad', 'visors']","['ad', 'visors']",0.0,4.27e-06,"[2, 18, 35, 6, 38, 8, 38, 0]"
harley,"['HH', 'AA', 'R', 'L', 'IY']","['har', 'ley']","['har', 'ley']",0.0,5.25e-06,"[22, 1, 30, 25, 11, 0, 0, 0]"
norway,"['N', 'AO', 'R', 'W', 'EY']","['nor', 'way']","['nor', 'way']",0.0,1.41e-05,"[27, 4, 30, 36, 9, 0, 0, 0]"
vermont,"['V', 'ER', 'M', 'AA', 'N', 'T']","['ver', 'mont']","['ver', 'mont']",0.0,6.92e-06,"[35, 8, 26, 1, 27, 33, 0, 0]"
blocks,"['B', 'L', 'AA', 'K', 'S']",['blocks'],['blocks'],0.0,2.69e-05,"[16, 25, 1, 24, 31, 0, 0, 0]"
suit,"['S', 'UW', 'T']",['suit'],['suit'],0.0,5.01e-05,"[31, 15, 33, 0, 0, 0, 0, 0]"
shift,"['SH', 'IH', 'F', 'T']",['shift'],['shift'],0.0,3.72e-05,"[32, 10, 20, 33, 0, 0, 0, 0]"
theme,"['TH', 'IY', 'M']",['theme'],['theme'],0.0,4.17e-05,"[34, 11, 26, 0, 0, 0, 0, 0]"
prep,"['P', 'R', 'EH', 'P']",['prep'],['prep'],0.0,8.71e-06,"[29, 30, 7, 29, 0, 0, 0, 0]"
tags,"['T', 'AE', 'G', 'Z']",['tags'],['tags'],0.0,6.61e-06,"[33, 2, 21, 38, 0, 0, 0, 0]"
heavy,"['HH', 'EH', 'V', 'IY']",['heavy'],['heavy'],0.0,9.12e-05,"[22, 7, 35, 11, 0, 0, 0, 0]"
covered,"['K', 'AH', 'V', 'ER', 'D']",['covered'],['covered'],0.0,6.76e-05,"[24, 3, 35, 8, 18, 0, 0, 0]"
cock,"['K', 'AA', 'K']",['cock'],['cock'],0.0,1.7e-05,"[24, 1, 24, 0, 0, 0, 0, 0]"
merchant,"['M', 'ER', 'CH', 'AH', 'N', 'T']","['mer', 'chant']","['mer', 'chant']",0.0,1.2e-05,"[26, 8, 17, 3, 27, 33, 0, 0]"
comprehensive,"['K', 'AA', 'M', 'P', 'R', 'IY', 'HH', 'EH', 'N', 'S', 'IH', 'V']","['com', 'pre', 'hens', 'ive']","['com', 'pre', 'hens', 'ive']",0.0,2.29e-05,"[24, 1, 26, 29, 30, 11, 22, 7]"
expert,"['EH', 'K', 'S', 'P', 'ER', 'T']","['ex', 'pert']","['ex', 'pert']",0.0,3.63e-05,"[7, 24, 31, 29, 8, 33, 0, 0]"
drop,"['D', 'R', 'AA', 'P']",['drop'],['drop'],0.0,9.77e-05,"[18, 30, 1, 29, 0, 0, 0, 0]"
prevent,"['P', 'R', 'IH', 'V', 'EH', 'N', 'T']","['pre', 'vent']","['pre', 'vent']",0.0,6.17e-05,"[29, 30, 10, 35, 7, 27, 33, 0]"
forecasts,"['F', 'AO', 'R', 'K', 'AE', 'S', 'T', 'S']","['fore', 'casts']","['fore', 'casts']",0.0,3.8e-06,"[20, 4, 30, 24, 2, 31, 33, 31]"
rich,"['R', 'IH', 'CH']",['rich'],['rich'],0.0,8.13e-05,"[30, 10, 17, 0, 0, 0, 0, 0]"
harold,"['HH', 'EH', 'R', 'AH', 'L', 'D']","['har', 'old']","['har', 'old']",0.0,1.07e-05,"[22, 7, 30, 3, 25, 18, 0, 0]"
handbags,"['HH', 'AE', 'N', 'D', 'B', 'AE', 'G', 'Z']","['hand', 'bags']","['hand', 'bags']",0.0,1.51e-06,"[22, 2, 27, 18, 16, 2, 21, 38]"
